SETTLEMENTDATE,ALLSKY_SFC_SW_DWN,T2M,T2MDEW,T2MWET,RH2M,PS,WS2M
2024/06/01 00:00:00,0.0,7.18,5.16,6.17,86.84,97.85,1.23
2024/06/01 01:00:00,0.0,6.71,5.08,5.9,89.21,97.85,1.31
2024/06/01 02:00:00,0.0,6.33,5.15,5.74,92.06,97.84,1.42
2024/06/01 03:00:00,0.0,6.04,5.34,5.69,95.1,97.84,1.47
2024/06/01 04:00:00,0.0,5.74,5.51,5.62,98.29,97.85,1.48
2024/06/01 05:00:00,0.0,6.24,5.63,5.93,95.67,97.91,1.43
2024/06/01 06:00:00,0.0,6.28,5.67,5.98,95.61,97.96,1.37
2024/06/01 07:00:00,27.0,6.87,5.67,6.27,91.83,97.99,1.71
2024/06/01 08:00:00,132.02,9.2,5.77,7.49,78.91,98.0,2.84
2024/06/01 09:00:00,237.07,12.31,5.58,8.95,63.37,97.99,3.3
2024/06/01 10:00:00,375.9,14.93,5.1,10.01,51.68,97.99,3.8
2024/06/01 11:00:00,425.7,16.53,4.82,10.68,45.71,97.94,3.65
2024/06/01 12:00:00,390.05,17.53,4.71,11.12,42.63,97.85,3.44
2024/06/01 13:00:00,354.1,17.9,4.74,11.32,41.69,97.78,3.23
2024/06/01 14:00:00,266.92,17.92,4.96,11.44,42.31,97.74,3.05
2024/06/01 15:00:00,158.8,17.26,5.43,11.35,45.61,97.75,2.93
2024/06/01 16:00:00,39.4,15.3,6.57,10.93,55.93,97.8,2.21
2024/06/01 17:00:00,0.0,13.71,6.97,10.34,63.63,97.88,2.92
2024/06/01 18:00:00,0.0,13.23,7.44,10.33,67.76,97.96,3.87
2024/06/01 19:00:00,0.0,12.34,7.47,9.9,72.08,98.0,3.56
2024/06/01 20:00:00,0.0,11.7,7.23,9.46,73.95,98.02,3.15
2024/06/01 21:00:00,0.0,11.3,6.91,9.1,74.31,98.02,2.89
2024/06/01 22:00:00,0.0,10.97,6.68,8.82,74.74,98.0,2.64
2024/06/01 23:00:00,0.0,10.48,6.54,8.51,76.46,97.97,2.53
2024/06/02 00:00:00,0.0,9.71,6.33,8.02,79.33,97.97,2.52
2024/06/02 01:00:00,0.0,8.79,6.02,7.4,82.61,97.96,2.52
2024/06/02 02:00:00,0.0,7.99,5.65,6.82,85.03,97.96,2.7
2024/06/02 03:00:00,0.0,7.39,5.29,6.34,86.42,97.92,2.8
2024/06/02 04:00:00,0.0,7.17,4.93,6.05,85.55,97.88,2.75
2024/06/02 05:00:00,0.0,6.69,4.65,5.67,86.65,97.87,2.08
2024/06/02 06:00:00,0.0,6.35,4.41,5.38,87.26,97.9,1.75
2024/06/02 07:00:00,29.42,6.5,4.19,5.35,85.09,97.93,1.91
2024/06/02 08:00:00,174.2,7.89,3.91,5.9,75.75,97.93,2.56
2024/06/02 09:00:00,317.02,9.76,3.4,6.58,64.42,97.94,3.1
2024/06/02 10:00:00,435.42,11.58,2.98,7.28,55.45,97.92,3.17
2024/06/02 11:00:00,511.05,13.09,2.63,7.86,48.93,97.86,2.9
2024/06/02 12:00:00,523.7,14.11,2.55,8.33,45.54,97.76,2.84
2024/06/02 13:00:00,460.58,14.78,2.51,8.65,43.47,97.66,2.96
2024/06/02 14:00:00,346.05,14.87,2.44,8.65,43.02,97.61,2.89
2024/06/02 15:00:00,209.43,14.37,2.16,8.26,43.56,97.59,2.56
2024/06/02 16:00:00,54.15,12.13,2.73,7.43,52.51,97.58,1.3
2024/06/02 17:00:00,0.0,9.18,1.96,5.57,60.57,97.58,1.39
2024/06/02 18:00:00,0.0,8.37,2.0,5.18,64.14,97.61,1.67
2024/06/02 19:00:00,0.0,7.76,2.49,5.12,69.23,97.62,1.83
2024/06/02 20:00:00,0.0,7.06,3.41,5.23,77.43,97.61,1.88
2024/06/02 21:00:00,0.0,6.33,4.03,5.18,85.14,97.58,1.9
2024/06/02 22:00:00,0.0,5.63,4.14,4.89,90.03,97.56,1.93
2024/06/02 23:00:00,0.0,5.16,4.06,4.61,92.47,97.53,1.91
2024/06/03 00:00:00,0.0,4.7,3.84,4.27,93.99,97.5,1.8
2024/06/03 01:00:00,0.0,4.43,3.62,4.02,94.27,97.47,1.79
2024/06/03 02:00:00,0.0,4.65,3.49,4.07,92.09,97.46,2.07
2024/06/03 03:00:00,0.0,4.43,3.45,3.94,93.12,97.43,1.63
2024/06/03 04:00:00,0.0,4.05,3.38,3.71,95.2,97.37,1.09
2024/06/03 05:00:00,0.0,3.41,3.22,3.31,98.58,97.36,0.97
2024/06/03 06:00:00,0.0,2.35,2.95,2.65,100.0,97.37,0.99
2024/06/03 07:00:00,22.7,2.63,2.68,2.65,100.0,97.39,1.56
2024/06/03 08:00:00,107.55,4.33,2.82,3.58,89.66,97.42,2.34
2024/06/03 09:00:00,195.35,6.76,3.23,4.99,78.12,97.45,2.51
2024/06/03 10:00:00,258.7,10.06,2.77,6.42,60.42,97.44,3.37
2024/06/03 11:00:00,292.92,12.03,2.29,7.16,51.21,97.4,3.79
2024/06/03 12:00:00,383.38,12.91,2.03,7.47,47.47,97.33,3.91
2024/06/03 13:00:00,324.67,13.24,1.75,7.49,45.5,97.26,3.9
2024/06/03 14:00:00,284.88,13.13,1.51,7.32,45.09,97.23,3.88
2024/06/03 15:00:00,174.95,12.45,1.41,6.93,46.82,97.22,3.71
2024/06/03 16:00:00,46.2,10.6,1.63,6.11,53.78,97.24,2.43
2024/06/03 17:00:00,0.0,7.24,1.77,4.51,68.13,97.27,1.35
2024/06/03 18:00:00,0.0,6.35,1.94,4.14,73.28,97.32,1.33
2024/06/03 19:00:00,0.0,5.61,2.09,3.85,77.85,97.37,1.23
2024/06/03 20:00:00,0.0,5.01,2.19,3.6,81.72,97.4,1.15
2024/06/03 21:00:00,0.0,4.42,2.24,3.33,85.57,97.43,1.13
2024/06/03 22:00:00,0.0,3.88,2.25,3.07,88.89,97.44,1.08
2024/06/03 23:00:00,0.0,3.37,2.25,2.81,92.15,97.45,1.05
2024/06/04 00:00:00,0.0,2.9,2.24,2.57,95.26,97.44,1.01
2024/06/04 01:00:00,0.0,2.85,2.26,2.55,95.79,97.43,0.93
2024/06/04 02:00:00,0.0,3.12,2.31,2.71,94.38,97.42,0.77
2024/06/04 03:00:00,0.0,3.11,2.32,2.71,94.4,97.38,0.7
2024/06/04 04:00:00,0.0,3.28,2.33,2.81,93.28,97.38,0.63
2024/06/04 05:00:00,0.0,3.62,2.36,2.99,91.29,97.42,0.32
2024/06/04 06:00:00,0.0,2.27,2.23,2.25,99.49,97.52,0.7
2024/06/04 07:00:00,22.45,2.26,2.34,2.3,100.0,97.59,0.82
2024/06/04 08:00:00,113.07,4.15,2.82,3.49,90.88,97.71,1.99
2024/06/04 09:00:00,213.1,6.98,3.16,5.07,76.41,97.76,1.7
2024/06/04 10:00:00,299.12,8.92,3.03,5.98,66.42,97.78,1.96
2024/06/04 11:00:00,341.75,9.65,2.9,6.28,62.58,97.78,2.02
2024/06/04 12:00:00,308.9,10.37,2.59,6.48,58.47,97.7,1.69
2024/06/04 13:00:00,266.17,10.38,2.02,6.2,56.02,97.61,1.27
2024/06/04 14:00:00,195.95,10.2,1.64,5.92,55.27,97.53,1.16
2024/06/04 15:00:00,106.15,10.04,1.46,5.75,55.1,97.51,0.74
2024/06/04 16:00:00,25.23,8.63,2.08,5.36,63.39,97.53,0.62
2024/06/04 17:00:00,0.0,7.01,2.02,4.52,70.36,97.58,0.8
2024/06/04 18:00:00,0.0,6.43,2.13,4.28,73.94,97.67,0.85
2024/06/04 19:00:00,0.0,5.97,2.22,4.09,76.72,97.74,0.8
2024/06/04 20:00:00,0.0,5.76,2.21,3.99,77.72,97.79,0.72
2024/06/04 21:00:00,0.0,5.83,2.11,3.97,76.84,97.8,0.55
2024/06/04 22:00:00,0.0,5.13,2.04,3.58,80.28,97.76,0.72
2024/06/04 23:00:00,0.0,4.45,1.97,3.21,83.8,97.74,0.77
2024/06/05 00:00:00,0.0,4.0,1.89,2.95,85.89,97.71,0.76
2024/06/05 01:00:00,0.0,3.33,1.76,2.55,89.4,97.68,0.84
2024/06/05 02:00:00,0.0,3.01,1.68,2.35,90.82,97.66,0.85
2024/06/05 03:00:00,0.0,2.57,1.59,2.08,93.06,97.65,0.91
2024/06/05 04:00:00,0.0,2.38,1.53,1.96,93.9,97.66,0.92
2024/06/05 05:00:00,0.0,2.2,1.5,1.85,94.9,97.66,1.0
2024/06/05 06:00:00,0.0,2.26,1.5,1.88,94.49,97.66,1.2
2024/06/05 07:00:00,18.67,2.96,1.61,2.29,90.74,97.67,1.35
2024/06/05 08:00:00,110.05,5.44,1.88,3.66,77.66,97.71,2.43
2024/06/05 09:00:00,198.8,7.98,2.51,5.24,68.28,97.72,2.02
2024/06/05 10:00:00,277.05,11.34,3.5,7.42,58.45,97.76,1.01
2024/06/05 11:00:00,315.3,13.41,3.53,8.47,51.09,97.71,0.23
2024/06/05 12:00:00,235.95,14.22,3.28,8.75,47.66,97.63,0.33
2024/06/05 13:00:00,200.75,14.4,3.13,8.77,46.51,97.57,0.66
2024/06/05 14:00:00,159.43,14.11,3.36,8.73,48.24,97.53,0.91
2024/06/05 15:00:00,93.03,13.05,4.56,8.8,56.26,97.54,0.6
2024/06/05 16:00:00,21.88,11.43,4.13,7.78,60.75,97.56,0.79
2024/06/05 17:00:00,0.0,9.9,4.44,7.17,68.7,97.59,0.91
2024/06/05 18:00:00,0.0,9.52,5.54,7.53,76.16,97.64,0.91
2024/06/05 19:00:00,0.0,9.45,7.07,8.26,84.98,97.69,0.93
2024/06/05 20:00:00,0.0,9.38,8.26,8.82,92.55,97.72,0.96
2024/06/05 21:00:00,0.0,9.22,8.66,8.94,96.16,97.78,1.15
2024/06/05 22:00:00,0.0,8.87,8.57,8.72,97.95,97.82,1.2
2024/06/05 23:00:00,0.0,8.56,8.21,8.39,97.51,97.83,1.09
2024/06/06 00:00:00,0.0,8.24,7.78,8.01,96.76,97.79,0.9
2024/06/06 01:00:00,0.0,8.22,7.63,7.92,95.98,97.74,1.19
2024/06/06 02:00:00,0.0,8.17,7.47,7.82,95.15,97.73,1.92
2024/06/06 03:00:00,0.0,7.94,7.38,7.66,96.03,97.69,1.84
2024/06/06 04:00:00,0.0,7.85,7.37,7.61,96.59,97.67,1.9
2024/06/06 05:00:00,0.0,7.86,7.46,7.66,97.12,97.67,1.64
2024/06/06 06:00:00,0.0,7.98,7.63,7.8,97.51,97.69,1.11
2024/06/06 07:00:00,10.0,8.21,7.8,8.01,97.14,97.68,1.19
2024/06/06 08:00:00,63.17,8.67,8.05,8.36,95.7,97.7,1.62
2024/06/06 09:00:00,115.7,9.57,8.67,9.12,94.02,97.76,1.91
2024/06/06 10:00:00,157.5,10.43,9.43,9.93,93.45,97.77,1.6
2024/06/06 11:00:00,180.43,11.34,10.15,10.75,92.19,97.71,1.6
2024/06/06 12:00:00,145.6,12.16,10.68,11.42,90.57,97.66,1.54
2024/06/06 13:00:00,101.8,12.69,10.82,11.76,88.31,97.64,1.18
2024/06/06 14:00:00,88.47,12.71,10.74,11.73,87.68,97.66,0.64
2024/06/06 15:00:00,47.67,12.2,10.98,11.59,92.1,97.68,0.25
2024/06/06 16:00:00,14.85,11.27,10.46,10.87,94.58,97.69,0.51
2024/06/06 17:00:00,0.0,10.58,10.18,10.38,97.22,97.72,0.66
2024/06/06 18:00:00,0.0,10.28,10.1,10.19,98.63,97.77,0.68
2024/06/06 19:00:00,0.0,10.12,10.0,10.06,99.1,97.81,0.72
2024/06/06 20:00:00,0.0,9.85,9.82,9.83,99.63,97.82,0.93
2024/06/06 21:00:00,0.0,9.85,9.74,9.79,99.11,97.8,1.39
2024/06/06 22:00:00,0.0,9.84,9.63,9.74,98.39,97.78,1.74
2024/06/06 23:00:00,0.0,9.28,9.1,9.19,98.67,97.75,1.84
2024/06/07 00:00:00,0.0,8.71,8.5,8.61,98.33,97.69,1.96
2024/06/07 01:00:00,0.0,8.43,8.04,8.23,97.34,97.64,2.47
2024/06/07 02:00:00,0.0,8.09,7.62,7.86,96.69,97.6,2.71
2024/06/07 03:00:00,0.0,7.75,7.28,7.52,96.7,97.55,2.68
2024/06/07 04:00:00,0.0,7.41,6.99,7.2,96.99,97.53,2.38
2024/06/07 05:00:00,0.0,6.64,6.44,6.54,98.44,97.54,1.92
2024/06/07 06:00:00,0.0,6.13,6.04,6.08,99.2,97.58,1.84
2024/06/07 07:00:00,25.45,6.44,6.24,6.34,98.42,97.61,2.44
2024/06/07 08:00:00,136.7,7.72,7.09,7.4,95.65,97.63,3.51
2024/06/07 09:00:00,229.23,9.41,7.97,8.69,90.57,97.64,3.95
2024/06/07 10:00:00,295.8,11.45,8.39,9.92,81.31,97.61,4.33
2024/06/07 11:00:00,327.3,13.39,8.54,10.96,72.33,97.53,4.47
2024/06/07 12:00:00,297.08,15.02,8.64,11.83,65.53,97.39,4.75
2024/06/07 13:00:00,265.17,16.26,8.78,12.52,61.13,97.29,4.78
2024/06/07 14:00:00,211.7,16.93,8.95,12.94,59.19,97.22,4.77
2024/06/07 15:00:00,126.93,16.81,8.93,12.87,59.63,97.22,4.71
2024/06/07 16:00:00,29.55,15.69,8.76,12.23,63.28,97.23,4.37
2024/06/07 17:00:00,0.0,14.05,8.51,11.28,69.2,97.26,4.35
2024/06/07 18:00:00,0.0,13.09,8.44,10.77,73.28,97.3,4.63
2024/06/07 19:00:00,0.0,11.97,8.52,10.24,79.34,97.33,4.19
2024/06/07 20:00:00,0.0,11.24,8.7,9.97,84.2,97.33,3.88
2024/06/07 21:00:00,0.0,11.33,9.04,10.18,85.65,97.31,3.72
2024/06/07 22:00:00,0.0,11.37,9.5,10.43,88.16,97.29,3.17
2024/06/07 23:00:00,0.0,10.89,9.82,10.36,92.9,97.27,2.29
2024/06/08 00:00:00,0.0,9.69,9.73,9.71,100.0,97.25,1.54
2024/06/08 01:00:00,0.0,8.98,9.55,9.26,100.0,97.25,1.28
2024/06/08 02:00:00,0.0,8.51,9.28,8.9,100.0,97.25,1.23
2024/06/08 03:00:00,0.0,8.03,8.99,8.51,100.0,97.26,1.21
2024/06/08 04:00:00,0.0,7.56,8.78,8.17,100.0,97.27,1.13
2024/06/08 05:00:00,0.0,7.32,8.7,8.01,100.0,97.29,1.02
2024/06/08 06:00:00,0.0,7.62,8.69,8.15,100.0,97.32,0.99
2024/06/08 07:00:00,30.65,7.92,8.55,8.23,100.0,97.36,0.8
2024/06/08 08:00:00,177.02,9.58,8.95,9.27,95.72,97.42,1.07
2024/06/08 09:00:00,322.62,10.89,9.65,10.27,91.91,97.48,0.83
2024/06/08 10:00:00,435.67,13.75,10.02,11.89,78.04,97.51,1.65
2024/06/08 11:00:00,503.55,15.37,9.56,12.46,68.12,97.46,2.59
2024/06/08 12:00:00,498.48,16.25,9.46,12.86,64.01,97.39,3.38
2024/06/08 13:00:00,445.62,16.65,9.45,13.05,62.35,97.31,3.74
2024/06/08 14:00:00,347.8,16.69,9.24,12.96,61.34,97.26,3.84
2024/06/08 15:00:00,204.52,16.35,8.93,12.64,61.34,97.25,3.66
2024/06/08 16:00:00,50.92,14.65,8.64,11.65,67.13,97.28,2.32
2024/06/08 17:00:00,0.0,11.39,8.18,9.79,80.48,97.32,1.59
2024/06/08 18:00:00,0.0,10.39,7.93,9.16,84.59,97.38,1.72
2024/06/08 19:00:00,0.0,9.54,7.71,8.62,88.18,97.45,1.79
2024/06/08 20:00:00,0.0,8.62,7.52,8.07,92.65,97.53,1.8
2024/06/08 21:00:00,0.0,7.69,7.37,7.53,97.72,97.59,1.77
2024/06/08 22:00:00,0.0,6.82,7.25,7.04,100.0,97.63,1.66
2024/06/08 23:00:00,0.0,6.32,7.08,6.7,100.0,97.66,1.49
2024/06/09 00:00:00,0.0,6.67,6.83,6.75,100.0,97.66,1.48
2024/06/09 01:00:00,0.0,6.92,6.53,6.73,97.14,97.64,1.63
2024/06/09 02:00:00,0.0,6.94,6.37,6.65,96.04,97.62,1.38
2024/06/09 03:00:00,0.0,6.91,6.28,6.6,95.6,97.6,1.49
2024/06/09 04:00:00,0.0,6.93,6.28,6.61,95.48,97.62,1.68
2024/06/09 05:00:00,0.0,6.87,6.32,6.6,96.06,97.65,1.51
2024/06/09 06:00:00,0.0,6.93,6.34,6.64,95.86,97.68,1.49
2024/06/09 07:00:00,14.77,7.01,6.34,6.68,95.38,97.73,1.5
2024/06/09 08:00:00,69.95,7.69,6.5,7.1,91.99,97.79,1.77
2024/06/09 09:00:00,146.25,8.41,6.7,7.55,88.92,97.86,2.04
2024/06/09 10:00:00,202.02,9.31,6.89,8.1,84.62,97.88,2.28
2024/06/09 11:00:00,225.6,10.41,6.82,8.61,78.34,97.86,2.57
2024/06/09 12:00:00,178.73,11.42,6.39,8.9,71.01,97.8,2.7
2024/06/09 13:00:00,162.27,11.68,5.89,8.79,67.5,97.76,2.64
2024/06/09 14:00:00,133.8,11.42,5.54,8.48,67.05,97.75,2.52
2024/06/09 15:00:00,84.43,10.94,5.28,8.11,67.91,97.76,2.29
2024/06/09 16:00:00,23.08,10.26,5.29,7.77,71.21,97.8,1.55
2024/06/09 17:00:00,0.0,9.45,5.39,7.42,75.63,97.86,1.0
2024/06/09 18:00:00,0.0,9.11,5.44,7.27,77.57,97.93,1.01
2024/06/09 19:00:00,0.0,8.71,5.46,7.09,79.88,97.98,1.09
2024/06/09 20:00:00,0.0,8.33,5.52,6.93,82.27,98.0,1.16
2024/06/09 21:00:00,0.0,7.83,5.68,6.76,86.02,98.02,1.23
2024/06/09 22:00:00,0.0,7.48,6.0,6.74,90.23,98.04,1.49
2024/06/09 23:00:00,0.0,7.15,6.42,6.79,94.92,98.04,1.74
2024/06/10 00:00:00,0.0,6.87,6.67,6.77,98.49,98.04,1.81
2024/06/10 01:00:00,0.0,6.94,6.8,6.87,98.8,98.04,1.82
2024/06/10 02:00:00,0.0,6.94,6.91,6.92,99.73,98.03,1.66
2024/06/10 03:00:00,0.0,6.99,6.98,6.98,99.83,98.0,1.5
2024/06/10 04:00:00,0.0,7.52,7.17,7.35,97.47,97.99,1.87
2024/06/10 05:00:00,0.0,7.67,7.33,7.5,97.54,98.01,1.76
2024/06/10 06:00:00,0.0,7.23,7.28,7.26,100.0,98.07,1.52
2024/06/10 07:00:00,20.98,7.27,7.31,7.29,100.0,98.12,1.63
2024/06/10 08:00:00,131.3,8.7,7.78,8.24,93.86,98.16,2.48
2024/06/10 09:00:00,231.95,10.83,8.8,9.82,87.04,98.19,2.68
2024/06/10 10:00:00,312.67,12.83,8.09,10.46,72.79,98.19,3.36
2024/06/10 11:00:00,412.38,14.21,6.29,10.25,58.78,98.17,3.84
2024/06/10 12:00:00,456.85,14.93,5.38,10.15,52.66,98.1,3.97
2024/06/10 13:00:00,428.08,15.24,4.79,10.01,49.52,98.05,3.86
2024/06/10 14:00:00,333.7,15.0,4.15,9.58,48.16,98.03,3.56
2024/06/10 15:00:00,209.62,14.21,3.59,8.9,48.75,98.02,3.03
2024/06/10 16:00:00,55.85,11.49,3.71,7.6,58.73,98.04,1.34
2024/06/10 17:00:00,0.0,8.28,2.97,5.62,69.14,98.07,1.11
2024/06/10 18:00:00,0.0,7.49,2.71,5.1,71.64,98.11,1.1
2024/06/10 19:00:00,0.0,6.97,2.46,4.71,72.85,98.15,1.1
2024/06/10 20:00:00,0.0,6.73,2.17,4.45,72.63,98.15,1.08
2024/06/10 21:00:00,0.0,6.56,1.91,4.23,72.02,98.14,0.99
2024/06/10 22:00:00,0.0,6.35,1.73,4.04,72.08,98.12,0.9
2024/06/10 23:00:00,0.0,6.13,1.64,3.89,72.83,98.1,0.83
2024/06/11 00:00:00,0.0,6.04,1.66,3.85,73.27,98.08,0.79
2024/06/11 01:00:00,0.0,5.72,1.72,3.72,75.41,98.07,0.83
2024/06/11 02:00:00,0.0,5.21,1.82,3.52,78.48,98.06,0.89
2024/06/11 03:00:00,0.0,4.41,1.89,3.15,83.54,98.04,0.98
2024/06/11 04:00:00,0.0,3.43,1.97,2.7,89.88,98.01,1.06
2024/06/11 05:00:00,0.0,2.8,2.05,2.42,94.62,98.02,1.09
2024/06/11 06:00:00,0.0,2.85,2.13,2.49,94.91,98.01,1.13
2024/06/11 07:00:00,13.15,3.66,2.25,2.95,90.38,97.98,1.3
2024/06/11 08:00:00,80.5,6.6,2.56,4.58,75.23,97.96,2.61
2024/06/11 09:00:00,154.77,8.8,3.24,6.02,68.04,97.93,2.56
2024/06/11 10:00:00,230.68,12.06,4.86,8.46,61.35,97.87,3.51
2024/06/11 11:00:00,292.15,14.28,6.21,10.25,58.19,97.77,4.49
2024/06/11 12:00:00,292.15,15.17,6.74,10.95,57.05,97.66,4.84
2024/06/11 13:00:00,165.82,14.8,7.17,10.98,60.14,97.6,4.82
2024/06/11 14:00:00,58.12,14.09,7.82,10.96,65.83,97.54,3.99
2024/06/11 15:00:00,29.65,13.51,8.45,10.98,71.33,97.49,2.92
2024/06/11 16:00:00,8.0,12.38,8.55,10.46,77.31,97.44,2.59
2024/06/11 17:00:00,0.0,11.45,8.51,9.98,81.95,97.41,2.95
2024/06/11 18:00:00,0.0,11.36,8.32,9.84,81.4,97.4,3.37
2024/06/11 19:00:00,0.0,11.31,7.98,9.64,79.82,97.4,3.65
2024/06/11 20:00:00,0.0,11.11,7.69,9.4,79.26,97.43,3.93
2024/06/11 21:00:00,0.0,10.87,7.39,9.13,78.95,97.39,3.72
2024/06/11 22:00:00,0.0,10.27,7.05,8.66,80.25,97.32,3.18
2024/06/11 23:00:00,0.0,9.64,6.75,8.2,81.99,97.27,2.95
2024/06/12 00:00:00,0.0,9.15,6.54,7.85,83.5,97.23,2.72
2024/06/12 01:00:00,0.0,8.68,6.52,7.6,86.17,97.2,2.56
2024/06/12 02:00:00,0.0,8.65,6.87,7.76,88.39,97.17,3.17
2024/06/12 03:00:00,0.0,7.64,7.41,7.52,98.21,97.15,2.9
2024/06/12 04:00:00,0.0,7.22,7.55,7.38,100.0,97.16,2.63
2024/06/12 05:00:00,0.0,7.23,7.18,7.2,99.5,97.17,3.02
2024/06/12 06:00:00,0.0,7.17,6.78,6.98,97.2,97.21,3.39
2024/06/12 07:00:00,18.75,7.06,6.68,6.87,97.2,97.24,3.51
2024/06/12 08:00:00,105.78,7.72,7.03,7.38,95.27,97.25,4.33
2024/06/12 09:00:00,178.32,8.66,7.71,8.18,93.56,97.29,4.92
2024/06/12 10:00:00,227.95,9.61,7.76,8.68,88.17,97.32,5.69
2024/06/12 11:00:00,266.55,11.11,6.22,8.66,71.77,97.31,6.5
2024/06/12 12:00:00,304.3,12.22,4.62,8.42,59.58,97.29,6.66
2024/06/12 13:00:00,301.5,12.61,3.81,8.21,54.88,97.3,6.5
2024/06/12 14:00:00,245.32,12.51,3.03,7.77,52.26,97.33,6.04
2024/06/12 15:00:00,161.6,11.96,2.37,7.17,51.78,97.4,5.37
2024/06/12 16:00:00,48.92,10.38,2.17,6.27,56.7,97.49,3.77
2024/06/12 17:00:00,0.0,7.61,2.05,4.83,67.66,97.56,2.43
2024/06/12 18:00:00,0.0,6.78,2.05,4.42,71.68,97.64,2.52
2024/06/12 19:00:00,0.0,5.93,2.0,3.96,75.73,97.7,2.39
2024/06/12 20:00:00,0.0,4.94,1.89,3.42,80.42,97.72,2.12
2024/06/12 21:00:00,0.0,4.43,1.83,3.13,83.05,97.82,2.45
2024/06/12 22:00:00,0.0,3.97,1.85,2.91,85.83,97.88,2.67
2024/06/12 23:00:00,0.0,3.0,1.84,2.42,91.92,97.88,2.06
2024/06/13 00:00:00,0.0,1.98,1.8,1.89,98.57,97.83,1.43
2024/06/13 01:00:00,0.0,1.18,1.75,1.46,100.0,97.82,1.09
2024/06/13 02:00:00,0.0,0.65,1.68,1.17,100.0,97.81,0.9
2024/06/13 03:00:00,0.0,0.67,1.62,1.14,100.0,97.84,0.78
2024/06/13 04:00:00,0.0,1.22,1.49,1.35,100.0,97.87,0.62
2024/06/13 05:00:00,0.0,1.81,1.26,1.54,95.98,97.86,1.79
2024/06/13 06:00:00,0.0,1.91,1.2,1.55,94.92,97.92,1.97
2024/06/13 07:00:00,26.67,1.75,1.1,1.42,95.36,97.95,2.0
2024/06/13 08:00:00,138.57,2.86,1.22,2.04,88.72,97.94,2.4
2024/06/13 09:00:00,247.3,4.38,1.54,2.96,81.59,97.97,1.72
2024/06/13 10:00:00,328.42,6.67,1.6,4.13,70.06,97.95,1.44
2024/06/13 11:00:00,356.8,9.96,1.15,5.56,54.1,97.93,1.6
2024/06/13 12:00:00,326.38,11.95,0.72,6.33,46.04,97.9,0.48
2024/06/13 13:00:00,255.7,11.94,0.09,6.02,44.02,97.84,0.38
2024/06/13 14:00:00,129.15,11.67,0.05,5.86,44.58,97.83,0.67
2024/06/13 15:00:00,74.45,11.1,1.52,6.31,51.85,97.81,0.61
2024/06/13 16:00:00,17.33,9.69,1.18,5.43,55.54,97.8,0.69
2024/06/13 17:00:00,0.0,8.94,0.51,4.73,55.4,97.79,0.77
2024/06/13 18:00:00,0.0,7.39,0.13,3.76,59.95,97.89,1.02
2024/06/13 19:00:00,0.0,6.26,0.25,3.26,65.32,97.95,1.05
2024/06/13 20:00:00,0.0,5.52,0.24,2.88,68.77,97.97,1.05
2024/06/13 21:00:00,0.0,5.29,0.18,2.73,69.51,97.95,1.0
2024/06/13 22:00:00,0.0,4.79,0.15,2.47,71.78,97.93,1.03
2024/06/13 23:00:00,0.0,4.12,0.24,2.18,75.8,97.91,1.02
2024/06/14 00:00:00,0.0,3.96,0.39,2.18,77.41,97.89,0.99
2024/06/14 01:00:00,0.0,4.13,0.63,2.38,77.8,97.86,1.06
2024/06/14 02:00:00,0.0,4.1,1.04,2.57,80.41,97.81,1.23
2024/06/14 03:00:00,0.0,3.99,1.65,2.82,84.65,97.77,1.27
2024/06/14 04:00:00,0.0,3.61,2.23,2.92,90.49,97.75,1.25
2024/06/14 05:00:00,0.0,3.44,2.47,2.95,93.2,97.77,1.25
2024/06/14 06:00:00,0.0,3.22,2.47,2.84,94.7,97.81,1.17
2024/06/14 07:00:00,14.43,3.59,2.49,3.04,92.28,97.84,1.08
2024/06/14 08:00:00,64.38,6.62,2.74,4.68,76.16,97.85,2.0
2024/06/14 09:00:00,118.22,9.3,2.98,6.14,64.51,97.84,1.88
2024/06/14 10:00:00,164.9,12.82,2.66,7.74,49.87,97.79,1.41
2024/06/14 11:00:00,208.0,14.47,1.91,8.19,42.56,97.68,1.35
2024/06/14 12:00:00,216.7,15.04,1.23,8.13,38.97,97.58,1.25
2024/06/14 13:00:00,162.82,15.05,0.99,8.02,38.29,97.53,0.76
2024/06/14 14:00:00,132.4,14.44,1.1,7.77,40.21,97.53,0.49
2024/06/14 15:00:00,78.55,13.59,1.83,7.71,44.7,97.54,0.45
2024/06/14 16:00:00,19.5,12.18,2.24,7.21,50.56,97.54,0.45
2024/06/14 17:00:00,0.0,10.5,1.62,6.06,54.08,97.57,0.77
2024/06/14 18:00:00,0.0,9.16,1.67,5.41,59.45,97.59,0.94
2024/06/14 19:00:00,0.0,8.61,2.24,5.42,64.23,97.61,0.94
2024/06/14 20:00:00,0.0,8.24,3.09,5.67,70.01,97.62,1.03
2024/06/14 21:00:00,0.0,7.78,4.29,6.04,78.58,97.61,1.1
2024/06/14 22:00:00,0.0,7.07,5.26,6.17,88.19,97.59,1.09
2024/06/14 23:00:00,0.0,6.6,5.94,6.27,95.38,97.56,1.01
2024/06/15 00:00:00,0.0,6.64,6.37,6.51,97.96,97.54,0.91
2024/06/15 01:00:00,0.0,6.86,6.62,6.74,98.2,97.52,0.89
2024/06/15 02:00:00,0.0,6.97,6.69,6.83,97.92,97.52,1.06
2024/06/15 03:00:00,0.0,7.04,6.63,6.83,97.13,97.5,1.32
