SETTLEMENTDATE,ALLSKY_SFC_SW_DWN,T2M,T2MDEW,T2MWET,RH2M,PS,WS2M
2024/09/21 18:00:00,0.0,13.26,4.48,8.87,55.15,97.31,2.73
2024/09/21 19:00:00,0.0,12.59,4.75,8.67,58.73,97.37,2.14
2024/09/21 20:00:00,0.0,11.43,4.86,8.14,63.89,97.42,1.39
2024/09/21 21:00:00,0.0,10.0,4.8,7.4,70.03,97.42,1.05
2024/09/21 22:00:00,0.0,9.09,4.7,6.9,73.9,97.41,0.99
2024/09/21 23:00:00,0.0,8.51,4.64,6.58,76.43,97.4,1.01
2024/09/22 00:00:00,0.0,8.11,4.6,6.35,78.39,97.4,1.07
2024/09/22 01:00:00,0.0,7.52,4.54,6.03,81.15,97.39,1.13
2024/09/22 02:00:00,0.0,7.11,4.48,5.79,83.14,97.37,1.16
2024/09/22 03:00:00,0.0,6.85,4.46,5.65,84.63,97.37,1.16
2024/09/22 04:00:00,0.0,6.65,4.46,5.56,85.67,97.39,1.12
2024/09/22 05:00:00,0.0,6.71,4.5,5.61,85.68,97.45,1.07
2024/09/22 06:00:00,46.67,7.16,4.59,5.88,83.58,97.5,0.94
2024/09/22 07:00:00,194.5,9.63,4.72,7.17,71.24,97.56,1.72
2024/09/22 08:00:00,365.7,12.74,4.85,8.79,58.53,97.64,2.28
2024/09/22 09:00:00,626.47,16.55,4.77,10.66,45.53,97.67,3.99
2024/09/22 10:00:00,713.58,18.05,5.17,11.61,42.53,97.67,4.43
2024/09/22 11:00:00,757.4,19.17,5.26,12.21,39.92,97.64,4.69
2024/09/22 12:00:00,750.2,20.0,5.2,12.6,37.77,97.61,4.78
2024/09/22 13:00:00,695.05,20.52,4.94,12.73,35.91,97.57,4.74
2024/09/22 14:00:00,537.08,20.72,4.63,12.67,34.69,97.52,4.66
2024/09/22 15:00:00,395.75,20.36,4.5,12.43,35.15,97.52,4.52
2024/09/22 16:00:00,224.45,19.41,4.46,11.93,37.21,97.53,4.11
2024/09/22 17:00:00,54.75,17.09,4.87,10.98,44.27,97.58,2.54
2024/09/22 18:00:00,0.0,13.05,4.9,8.98,57.56,97.65,1.44
2024/09/22 19:00:00,0.0,11.84,4.92,8.38,62.38,97.73,1.31
2024/09/22 20:00:00,0.0,10.88,4.84,7.86,66.15,97.78,1.13
2024/09/22 21:00:00,0.0,10.63,4.72,7.67,66.67,97.81,1.07
2024/09/22 22:00:00,0.0,10.97,4.51,7.74,64.23,97.81,0.98
2024/09/22 23:00:00,0.0,11.46,4.33,7.9,61.36,97.8,0.71
2024/09/23 00:00:00,0.0,11.26,4.26,7.76,61.94,97.79,0.66
2024/09/23 01:00:00,0.0,9.59,4.31,6.95,69.49,97.77,0.85
2024/09/23 02:00:00,0.0,8.46,4.41,6.43,75.55,97.74,1.09
2024/09/23 03:00:00,0.0,7.21,4.51,5.86,82.88,97.73,1.13
2024/09/23 04:00:00,0.0,6.31,4.59,5.45,88.68,97.75,1.12
2024/09/23 05:00:00,0.0,5.74,4.64,5.19,92.45,97.79,1.15
2024/09/23 06:00:00,72.1,6.51,4.72,5.61,88.18,97.83,1.27
2024/09/23 07:00:00,281.38,10.3,4.86,7.58,68.84,97.88,2.67
2024/09/23 08:00:00,493.6,14.02,4.88,9.45,53.99,97.91,2.73
2024/09/23 09:00:00,673.2,18.14,4.33,11.24,39.92,97.91,3.79
2024/09/23 10:00:00,801.78,20.21,4.44,12.33,35.34,97.87,3.9
2024/09/23 11:00:00,867.9,21.82,4.41,13.11,31.94,97.83,3.95
2024/09/23 12:00:00,864.85,23.06,4.18,13.62,29.16,97.78,3.94
2024/09/23 13:00:00,795.83,23.81,3.98,13.89,27.48,97.72,3.99
2024/09/23 14:00:00,665.75,24.01,3.79,13.9,26.78,97.7,4.11
2024/09/23 15:00:00,480.77,23.67,3.64,13.65,27.06,97.68,3.97
2024/09/23 16:00:00,267.75,22.62,3.88,13.25,29.31,97.74,3.64
2024/09/23 17:00:00,62.75,19.41,5.21,12.31,39.32,97.78,1.69
2024/09/23 18:00:00,0.0,15.51,4.38,9.95,47.4,97.81,1.18
2024/09/23 19:00:00,0.0,15.07,4.1,9.58,47.86,97.85,1.17
2024/09/23 20:00:00,0.0,14.91,3.79,9.35,47.27,97.89,1.12
2024/09/23 21:00:00,0.0,14.94,3.45,9.2,45.99,97.9,0.89
2024/09/23 22:00:00,0.0,15.0,3.31,9.15,45.35,97.9,0.72
2024/09/23 23:00:00,0.0,14.03,3.3,8.67,48.38,97.88,0.91
2024/09/24 00:00:00,0.0,12.5,3.47,7.98,53.98,97.85,1.11
2024/09/24 01:00:00,0.0,11.22,3.56,7.39,59.19,97.82,1.18
2024/09/24 02:00:00,0.0,10.67,3.64,7.15,61.74,97.78,1.37
2024/09/24 03:00:00,0.0,10.79,3.68,7.23,61.35,97.75,1.57
2024/09/24 04:00:00,0.0,10.22,3.61,6.91,63.35,97.75,1.65
2024/09/24 05:00:00,0.0,10.6,3.58,7.09,61.64,97.75,1.72
2024/09/24 06:00:00,60.67,11.34,3.65,7.5,59.05,97.79,1.77
2024/09/24 07:00:00,227.12,14.03,4.01,9.02,50.69,97.83,2.6
2024/09/24 08:00:00,413.23,16.42,4.44,10.43,44.82,97.86,2.77
2024/09/24 09:00:00,636.7,19.48,4.81,12.14,38.0,97.86,2.79
2024/09/24 10:00:00,757.95,22.71,3.18,12.95,27.76,97.82,4.23
2024/09/24 11:00:00,799.65,24.32,2.2,13.26,23.48,97.75,4.73
2024/09/24 12:00:00,825.97,24.69,1.71,13.2,22.19,97.68,4.75
2024/09/24 13:00:00,644.6,25.42,1.43,13.42,20.8,97.58,4.82
2024/09/24 14:00:00,493.4,26.04,1.34,13.69,19.93,97.48,4.76
2024/09/24 15:00:00,340.38,25.75,1.34,13.55,20.27,97.42,4.47
2024/09/24 16:00:00,181.85,24.59,2.33,13.46,23.33,97.41,3.67
2024/09/24 17:00:00,46.42,21.0,3.87,12.43,32.38,97.42,1.83
2024/09/24 18:00:00,0.0,18.86,3.51,11.18,36.04,97.43,1.9
2024/09/24 19:00:00,0.0,18.34,3.6,10.97,37.47,97.45,2.25
2024/09/24 20:00:00,0.0,17.86,3.64,10.75,38.78,97.47,2.39
2024/09/24 21:00:00,0.0,16.13,3.65,9.89,43.26,97.45,1.97
2024/09/24 22:00:00,0.0,14.66,3.53,9.1,47.06,97.4,1.99
2024/09/24 23:00:00,0.0,15.27,3.52,9.4,45.3,97.34,2.7
2024/09/25 00:00:00,0.0,15.04,3.87,9.45,47.06,97.32,3.15
2024/09/25 01:00:00,0.0,14.34,4.65,9.5,51.97,97.28,3.05
2024/09/25 02:00:00,0.0,13.61,5.5,9.55,57.95,97.23,2.68
2024/09/25 03:00:00,0.0,12.8,6.52,9.66,65.5,97.22,2.52
2024/09/25 04:00:00,0.0,12.45,7.25,9.85,70.42,97.31,2.96
2024/09/25 05:00:00,0.0,12.19,7.62,9.9,73.45,97.41,2.95
2024/09/25 06:00:00,23.12,12.08,8.04,10.06,76.14,97.49,2.44
2024/09/25 07:00:00,61.38,12.78,8.78,10.78,76.52,97.51,1.69
2024/09/25 08:00:00,107.4,13.95,9.32,11.64,73.5,97.47,1.26
2024/09/25 09:00:00,253.05,15.5,10.25,12.88,70.79,97.43,2.05
2024/09/25 10:00:00,381.92,17.4,11.22,14.31,66.96,97.35,2.8
2024/09/25 11:00:00,473.12,19.94,11.95,15.95,59.85,97.25,3.25
2024/09/25 12:00:00,185.35,21.13,12.44,16.79,57.49,97.2,3.64
2024/09/25 13:00:00,115.03,19.72,13.25,16.48,66.13,97.17,3.48
2024/09/25 14:00:00,116.8,18.84,13.95,16.4,73.08,97.13,2.86
2024/09/25 15:00:00,67.3,18.18,14.39,16.29,78.36,97.1,2.28
2024/09/25 16:00:00,97.03,17.51,14.86,16.18,84.28,97.1,1.78
2024/09/25 17:00:00,19.9,16.55,15.3,15.92,92.21,97.12,0.79
2024/09/25 18:00:00,0.0,15.49,15.02,15.26,96.85,97.14,0.64
2024/09/25 19:00:00,0.0,15.35,15.01,15.18,97.74,97.15,0.82
2024/09/25 20:00:00,0.0,15.37,15.06,15.21,97.82,97.19,1.16
2024/09/25 21:00:00,0.0,15.2,14.9,15.05,97.92,97.19,1.23
2024/09/25 22:00:00,0.0,14.86,14.59,14.73,98.16,97.18,1.13
2024/09/25 23:00:00,0.0,14.59,14.32,14.46,98.12,97.18,1.21
2024/09/26 00:00:00,0.0,14.07,13.79,13.93,98.1,97.16,1.19
2024/09/26 01:00:00,0.0,13.5,13.22,13.36,97.99,97.14,1.13
2024/09/26 02:00:00,0.0,12.82,12.58,12.7,98.35,97.11,0.94
2024/09/26 03:00:00,0.0,12.41,12.15,12.28,98.16,97.13,1.03
2024/09/26 04:00:00,0.0,12.07,11.79,11.93,98.01,97.17,1.25
2024/09/26 05:00:00,0.0,11.87,11.52,11.7,97.58,97.22,1.59
2024/09/26 06:00:00,33.35,11.94,11.42,11.68,96.43,97.29,2.53
2024/09/26 07:00:00,102.5,11.72,10.82,11.27,94.22,97.38,4.41
2024/09/26 08:00:00,174.15,9.73,8.01,8.87,89.3,97.51,5.67
2024/09/26 09:00:00,263.52,9.5,6.83,8.17,83.57,97.6,6.15
2024/09/26 10:00:00,331.7,10.51,6.54,8.52,76.43,97.66,6.48
2024/09/26 11:00:00,390.05,10.99,5.94,8.46,70.98,97.71,6.53
2024/09/26 12:00:00,441.35,11.74,5.49,8.61,65.51,97.73,6.5
2024/09/26 13:00:00,397.62,12.6,5.35,8.97,61.15,97.72,6.33
2024/09/26 14:00:00,367.25,13.33,5.48,9.4,58.9,97.71,6.15
2024/09/26 15:00:00,198.35,13.44,5.54,9.49,58.59,97.73,5.81
2024/09/26 16:00:00,120.15,13.02,5.53,9.28,60.27,97.8,5.34
2024/09/26 17:00:00,33.4,12.16,5.55,8.85,63.83,97.9,4.39
2024/09/26 18:00:00,0.0,10.74,5.45,8.1,69.71,97.99,3.5
2024/09/26 19:00:00,0.0,10.01,5.22,7.61,71.99,98.09,3.68
2024/09/26 20:00:00,0.0,9.45,5.22,7.33,74.81,98.17,3.64
2024/09/26 21:00:00,0.0,8.69,5.51,7.1,80.32,98.21,3.31
2024/09/26 22:00:00,0.0,7.97,5.84,6.9,86.27,98.24,3.21
2024/09/26 23:00:00,0.0,7.51,6.0,6.76,90.09,98.25,3.66
2024/09/27 00:00:00,0.0,6.94,5.85,6.39,92.56,98.24,3.58
2024/09/27 01:00:00,0.0,6.47,5.54,6.0,93.63,98.2,3.62
2024/09/27 02:00:00,0.0,6.03,5.24,5.64,94.64,98.16,3.65
2024/09/27 03:00:00,0.0,5.61,4.92,5.26,95.17,98.14,3.73
2024/09/27 04:00:00,0.0,5.23,4.51,4.87,94.89,98.14,3.71
2024/09/27 05:00:00,0.0,4.87,4.17,4.52,94.99,98.19,3.5
2024/09/27 06:00:00,100.43,5.2,4.0,4.6,91.85,98.28,3.57
2024/09/27 07:00:00,319.52,7.86,4.03,5.95,76.55,98.38,4.47
2024/09/27 08:00:00,536.22,10.98,3.86,7.42,61.37,98.46,5.29
2024/09/27 09:00:00,717.67,13.57,3.61,8.59,50.86,98.48,4.92
2024/09/27 10:00:00,840.75,15.72,3.55,9.63,43.99,98.45,4.45
2024/09/27 11:00:00,903.2,17.43,3.48,10.45,39.27,98.38,4.14
2024/09/27 12:00:00,883.17,18.73,3.32,11.02,35.79,98.31,4.06
2024/09/27 13:00:00,797.42,19.51,3.1,11.3,33.58,98.22,4.12
2024/09/27 14:00:00,629.92,19.74,2.84,11.29,32.54,98.16,4.2
2024/09/27 15:00:00,473.23,19.48,2.67,11.07,32.65,98.14,4.19
2024/09/27 16:00:00,267.38,18.64,2.65,10.65,34.34,98.18,4.05
2024/09/27 17:00:00,71.53,16.53,3.55,10.04,41.85,98.24,2.87
2024/09/27 18:00:00,0.0,12.79,3.85,8.32,54.39,98.32,2.09
2024/09/27 19:00:00,0.0,12.19,4.15,8.17,57.73,98.41,3.18
2024/09/27 20:00:00,0.0,11.23,4.38,7.8,62.5,98.48,3.53
2024/09/27 21:00:00,0.0,10.26,4.54,7.4,67.47,98.54,3.27
2024/09/27 22:00:00,0.0,9.25,4.6,6.92,72.49,98.56,2.58
2024/09/27 23:00:00,0.0,8.08,4.52,6.3,78.17,98.56,2.07
2024/09/28 00:00:00,0.0,7.14,4.37,5.76,82.41,98.54,1.99
2024/09/28 01:00:00,0.0,6.33,4.3,5.32,86.78,98.52,1.98
2024/09/28 02:00:00,0.0,5.58,4.38,4.98,91.74,98.5,1.95
2024/09/28 03:00:00,0.0,4.94,4.54,4.74,97.16,98.48,1.91
2024/09/28 04:00:00,0.0,4.45,4.76,4.61,100.0,98.5,1.89
2024/09/28 05:00:00,0.0,4.26,4.9,4.58,100.0,98.54,1.95
2024/09/28 06:00:00,96.22,5.57,5.02,5.3,96.04,98.59,2.82
2024/09/28 07:00:00,294.67,8.27,5.64,6.96,83.28,98.63,2.95
2024/09/28 08:00:00,498.55,11.71,5.88,8.8,67.26,98.62,2.99
2024/09/28 09:00:00,640.9,14.48,5.91,10.19,56.28,98.57,2.58
2024/09/28 10:00:00,798.22,16.94,5.79,11.36,47.63,98.48,2.02
2024/09/28 11:00:00,890.12,18.98,5.54,12.26,41.2,98.36,1.48
2024/09/28 12:00:00,892.17,20.62,5.17,12.89,36.27,98.25,0.94
2024/09/28 13:00:00,820.17,21.73,4.71,13.22,32.82,98.15,0.4
2024/09/28 14:00:00,686.42,22.26,4.42,13.34,31.11,98.08,0.34
2024/09/28 15:00:00,502.48,22.15,4.29,13.22,31.08,98.05,0.98
2024/09/28 16:00:00,286.9,21.38,4.39,12.89,32.76,98.05,1.34
2024/09/28 17:00:00,78.78,18.7,6.48,12.59,44.85,98.08,0.98
2024/09/28 18:00:00,0.0,14.74,4.69,9.71,50.98,98.11,1.03
2024/09/28 19:00:00,0.0,14.44,4.3,9.37,50.46,98.12,0.94
2024/09/28 20:00:00,0.0,12.92,4.72,8.82,57.36,98.07,1.55
2024/09/28 21:00:00,0.0,13.4,5.58,9.49,59.03,98.04,2.92
2024/09/28 22:00:00,0.0,12.74,6.42,9.58,65.25,98.04,3.12
2024/09/28 23:00:00,0.0,10.75,6.73,8.74,76.02,98.07,1.87
2024/09/29 00:00:00,0.0,9.02,6.75,7.89,85.51,98.07,1.13
2024/09/29 01:00:00,0.0,8.36,6.72,7.54,89.26,98.06,0.99
2024/09/29 02:00:00,0.0,8.04,6.73,7.38,91.19,98.01,0.99
2024/09/29 03:00:00,0.0,7.37,6.79,7.08,95.89,97.99,0.97
2024/09/29 04:00:00,0.0,6.63,6.91,6.77,100.0,97.99,0.97
2024/09/29 05:00:00,0.0,6.02,7.06,6.54,100.0,98.02,1.0
2024/09/29 06:00:00,88.43,6.99,7.28,7.14,100.0,98.07,1.16
2024/09/29 07:00:00,263.8,10.31,7.69,9.0,83.69,98.12,2.33
2024/09/29 08:00:00,459.05,13.64,8.06,10.85,68.9,98.14,2.32
2024/09/29 09:00:00,471.52,16.72,8.09,12.4,56.57,98.09,2.95
2024/09/29 10:00:00,544.35,18.94,7.85,13.39,48.44,98.01,3.38
2024/09/29 11:00:00,729.58,19.7,7.49,13.6,45.02,97.96,3.32
2024/09/29 12:00:00,740.88,19.92,7.24,13.58,43.71,97.9,3.21
2024/09/29 13:00:00,556.25,19.79,7.16,13.47,43.83,97.83,3.07
2024/09/29 14:00:00,411.08,19.93,7.25,13.59,43.7,97.79,2.94
2024/09/29 15:00:00,236.23,19.7,7.3,13.5,44.51,97.74,2.44
2024/09/29 16:00:00,132.45,19.22,7.56,13.39,46.68,97.71,1.77
2024/09/29 17:00:00,21.45,17.78,9.31,13.55,57.57,97.68,0.65
2024/09/29 18:00:00,0.0,16.04,7.75,11.89,57.74,97.71,0.72
2024/09/29 19:00:00,0.0,15.18,7.77,11.48,61.16,97.81,0.87
2024/09/29 20:00:00,0.0,14.7,7.94,11.32,63.73,97.81,0.87
2024/09/29 21:00:00,0.0,13.78,8.3,11.04,69.34,97.82,1.02
2024/09/29 22:00:00,0.0,13.69,9.31,11.5,74.73,97.84,2.17
2024/09/29 23:00:00,0.0,12.72,10.64,11.68,87.07,97.87,3.18
2024/09/30 00:00:00,0.0,11.91,11.08,11.49,94.52,97.88,2.93
2024/09/30 01:00:00,0.0,11.63,11.0,11.32,95.71,97.87,2.37
2024/09/30 02:00:00,0.0,11.4,10.82,11.11,96.09,97.82,1.82
2024/09/30 03:00:00,0.0,10.9,10.54,10.72,97.41,97.8,1.37
2024/09/30 04:00:00,0.0,10.36,10.19,10.27,98.76,97.81,1.53
2024/09/30 05:00:00,0.0,9.76,9.8,9.78,100.0,97.84,1.8
2024/09/30 06:00:00,87.15,10.13,9.7,9.92,96.98,97.9,2.65
2024/09/30 07:00:00,276.6,11.46,9.88,10.67,89.86,97.96,3.55
2024/09/30 08:00:00,494.45,13.27,9.54,11.4,77.98,98.02,4.16
2024/09/30 09:00:00,670.67,15.54,8.4,11.97,62.38,98.04,4.39
2024/09/30 10:00:00,793.92,17.62,7.24,12.43,50.46,98.02,4.4
2024/09/30 11:00:00,876.95,19.1,6.42,12.76,43.42,97.99,4.36
2024/09/30 12:00:00,884.55,20.13,5.52,12.83,38.33,97.95,4.31
2024/09/30 13:00:00,800.42,20.67,4.72,12.69,35.06,97.9,4.28
2024/09/30 14:00:00,689.72,20.64,4.13,12.39,33.7,97.85,4.21
2024/09/30 15:00:00,521.58,20.08,3.61,11.85,33.62,97.83,4.09
2024/09/30 16:00:00,304.3,19.02,2.92,10.97,34.2,97.84,3.84
2024/09/30 17:00:00,87.15,16.99,2.8,9.89,38.55,97.87,2.8
2024/09/30 18:00:00,0.0,12.86,2.59,7.73,49.6,97.93,1.58
2024/09/30 19:00:00,0.0,11.49,2.2,6.85,52.82,97.99,1.61
2024/09/30 20:00:00,0.0,10.52,2.15,6.34,56.0,98.06,1.56
2024/09/30 21:00:00,0.0,9.65,2.39,6.02,60.43,98.09,1.49
2024/09/30 22:00:00,0.0,8.91,2.89,5.9,65.85,98.09,1.41
2024/09/30 23:00:00,0.0,8.27,3.47,5.87,71.64,98.08,1.35
2024/10/01 00:00:00,0.0,7.71,3.94,5.83,76.95,98.08,1.3
2024/10/01 01:00:00,0.0,7.17,4.28,5.73,81.68,98.06,1.24
2024/10/01 02:00:00,0.0,6.59,4.46,5.53,86.12,98.05,1.15
2024/10/01 03:00:00,0.0,6.08,4.55,5.32,89.7,98.05,1.07
2024/10/01 04:00:00,0.0,5.67,4.6,5.13,92.64,98.06,1.01
2024/10/01 05:00:00,0.0,5.53,4.66,5.1,93.91,98.08,0.98
2024/10/01 06:00:00,126.72,6.79,4.91,5.85,87.7,98.12,0.78
2024/10/01 07:00:00,345.92,9.71,5.16,7.43,73.12,98.17,1.02
2024/10/01 08:00:00,559.62,14.32,5.2,9.76,54.16,98.2,1.26
2024/10/01 09:00:00,737.15,17.5,5.19,11.35,44.13,98.22,1.98
2024/10/01 10:00:00,859.97,19.21,5.37,12.29,40.12,98.19,1.96
2024/10/01 11:00:00,920.47,20.62,5.44,13.03,36.93,98.13,2.05
2024/10/01 12:00:00,910.88,21.72,5.36,13.54,34.38,98.07,2.16
2024/10/01 13:00:00,840.8,22.41,5.18,13.79,32.54,98.0,2.29
2024/10/01 14:00:00,712.58,22.6,4.87,13.73,31.46,97.93,2.54
2024/10/01 15:00:00,529.03,22.33,4.64,13.49,31.51,97.92,2.74
2024/10/01 16:00:00,311.88,21.53,4.25,12.89,32.12,97.95,2.75
2024/10/01 17:00:00,91.72,19.19,5.7,12.45,41.22,98.02,1.65
2024/10/01 18:00:00,0.0,14.8,5.14,9.97,52.34,98.07,1.15
2024/10/01 19:00:00,0.0,13.44,4.95,9.2,56.39,98.12,1.24
2024/10/01 20:00:00,0.0,12.52,4.97,8.74,59.92,98.18,1.29
2024/10/01 21:00:00,0.0,11.63,4.97,8.3,63.57,98.22,1.27
2024/10/01 22:00:00,0.0,10.81,4.95,7.88,67.02,98.24,1.23
2024/10/01 23:00:00,0.0,10.11,4.92,7.51,69.96,98.22,1.25
2024/10/02 00:00:00,0.0,9.51,4.95,7.23,73.08,98.19,1.29
2024/10/02 01:00:00,0.0,8.99,5.02,7.01,76.08,98.18,1.3
2024/10/02 02:00:00,0.0,8.55,5.08,6.82,78.68,98.21,1.28
2024/10/02 03:00:00,0.0,8.19,5.17,6.68,81.1,98.25,1.34
2024/10/02 04:00:00,0.0,7.96,5.44,6.7,83.9,98.32,1.52
2024/10/02 05:00:00,0.0,7.79,6.09,6.94,88.81,98.4,1.6
2024/10/02 06:00:00,124.57,9.37,7.2,8.29,86.14,98.49,1.83
2024/10/02 07:00:00,338.15,13.2,8.46,10.83,72.86,98.55,2.97
2024/10/02 08:00:00,549.42,16.78,8.98,12.88,59.93,98.58,3.25
2024/10/02 09:00:00,721.78,19.72,8.57,14.14,48.47,98.59,2.7
2024/10/02 10:00:00,824.53,21.79,8.03,14.91,41.08,98.55,2.14
2024/10/02 11:00:00,799.12,23.23,7.46,15.35,36.19,98.49,1.76
2024/10/02 12:00:00,771.7,24.24,7.1,15.67,33.25,98.43,1.49
2024/10/02 13:00:00,737.35,24.76,6.77,15.77,31.51,98.37,1.24
2024/10/02 14:00:00,557.88,24.82,6.39,15.61,30.58,98.32,1.02
2024/10/02 15:00:00,440.92,24.48,5.96,15.22,30.28,98.29,0.76
2024/10/02 16:00:00,248.6,23.76,5.74,14.75,31.2,98.3,0.56
2024/10/02 17:00:00,72.9,22.11,7.39,14.75,38.85,98.35,0.46
2024/10/02 18:00:00,0.0,19.5,6.82,13.16,43.78,98.4,0.75
2024/10/02 19:00:00,0.0,17.64,6.7,12.17,48.75,98.47,1.03
2024/10/02 20:00:00,0.0,16.29,7.13,11.71,54.58,98.51,1.22
2024/10/02 21:00:00,0.0,15.82,8.0,11.91,59.58,98.54,1.87
2024/10/02 22:00:00,0.0,15.64,8.78,12.21,63.55,98.55,3.25
2024/10/02 23:00:00,0.0,14.27,9.04,11.65,70.68,98.57,3.24
2024/10/03 00:00:00,0.0,12.7,9.0,10.85,78.08,98.57,2.41
2024/10/03 01:00:00,0.0,11.5,8.91,10.2,83.92,98.56,1.95
2024/10/03 02:00:00,0.0,10.62,8.82,9.72,88.46,98.54,1.8
2024/10/03 03:00:00,0.0,10.16,8.68,9.42,90.33,98.53,2.06
2024/10/03 04:00:00,0.0,9.81,8.53,9.17,91.6,98.57,2.32
2024/10/03 05:00:00,0.0,9.15,8.44,8.8,95.15,98.64,2.0
2024/10/03 06:00:00,126.5,10.03,8.48,9.26,89.89,98.72,2.54
2024/10/03 07:00:00,336.3,12.96,8.61,10.79,74.7,98.76,3.09
2024/10/03 08:00:00,546.6,16.39,8.37,12.38,58.91,98.72,3.06
2024/10/03 09:00:00,722.4,19.84,7.69,13.77,45.28,98.65,2.62
2024/10/03 10:00:00,846.95,22.08,7.75,14.92,39.59,98.54,2.2
2024/10/03 11:00:00,908.4,23.56,7.68,15.62,36.04,98.43,1.98
2024/10/03 12:00:00,894.88,24.58,7.36,15.97,33.16,98.32,1.86
2024/10/03 13:00:00,822.12,25.16,7.05,16.1,31.36,98.24,1.69
2024/10/03 14:00:00,695.15,25.29,6.88,16.08,30.76,98.15,1.62
2024/10/03 15:00:00,501.23,24.97,6.79,15.88,31.18,98.09,1.68
2024/10/03 16:00:00,296.83,24.19,6.58,15.39,32.2,98.08,1.81
2024/10/03 17:00:00,88.62,22.2,8.3,15.25,40.99,98.09,1.16
2024/10/03 18:00:00,0.0,18.74,7.89,13.32,49.32,98.12,0.96
2024/10/03 19:00:00,0.0,17.52,7.18,12.35,50.69,98.16,1.09
2024/10/03 20:00:00,0.0,17.1,6.92,12.01,51.11,98.19,1.09
2024/10/03 21:00:00,0.0,16.68,6.79,11.73,51.98,98.16,1.03
2024/10/03 22:00:00,0.0,15.62,6.9,11.26,56.02,98.1,1.09
2024/10/03 23:00:00,0.0,14.12,6.9,10.51,61.68,98.05,1.13
2024/10/04 00:00:00,0.0,13.13,6.71,9.92,64.92,98.0,1.3
2024/10/04 01:00:00,0.0,12.4,6.44,9.42,66.86,97.92,1.7
2024/10/04 02:00:00,0.0,11.87,6.03,8.95,67.27,97.84,2.32
2024/10/04 03:00:00,0.0,11.16,5.53,8.35,68.12,97.8,2.48
2024/10/04 04:00:00,0.0,10.4,5.29,7.85,70.41,97.78,2.29
2024/10/04 05:00:00,0.0,10.87,5.35,8.11,68.6,97.78,2.71
2024/10/04 06:00:00,73.38,11.52,5.64,8.58,66.96,97.77,3.05
2024/10/04 07:00:00,184.35,12.83,6.01,9.42,63.08,97.73,3.48
2024/10/04 08:00:00,305.35,15.55,6.45,11.0,54.52,97.65,3.57
2024/10/04 09:00:00,302.5,20.47,6.56,13.51,40.33,97.66,4.76
2024/10/04 10:00:00,398.35,22.08,6.6,14.34,36.61,97.69,5.69
2024/10/04 11:00:00,247.57,19.74,7.01,13.38,43.48,97.65,5.43
2024/10/04 12:00:00,271.75,17.29,8.7,12.99,56.98,97.61,4.75
2024/10/04 13:00:00,504.95,16.75,9.88,13.32,63.75,97.46,4.35
2024/10/04 14:00:00,497.9,18.22,10.54,14.38,60.76,97.32,4.65
2024/10/04 15:00:00,273.33,18.81,10.9,14.86,59.99,97.22,4.52
2024/10/04 16:00:00,148.57,18.63,11.39,15.01,62.63,97.14,4.08
2024/10/04 17:00:00,35.05,18.12,12.05,15.08,67.52,97.07,3.58
2024/10/04 18:00:00,0.0,16.99,12.52,14.76,74.78,97.03,3.42
2024/10/04 19:00:00,0.0,16.41,12.87,14.64,79.49,97.02,3.6
2024/10/04 20:00:00,0.0,15.68,13.03,14.36,84.11,96.97,3.3
2024/10/04 21:00:00,0.0,15.0,13.14,14.07,88.52,96.9,2.9
2024/10/04 22:00:00,0.0,14.58,13.13,13.86,90.86,96.81,2.8
2024/10/04 23:00:00,0.0,14.33,13.44,13.89,94.23,96.82,3.55
2024/10/05 00:00:00,0.0,14.34,13.71,14.03,95.87,96.82,3.51
2024/10/05 01:00:00,0.0,14.44,13.86,14.15,96.25,96.79,3.28
2024/10/05 02:00:00,0.0,14.27,13.89,14.08,97.39,96.77,3.0
2024/10/05 03:00:00,0.0,13.01,13.37,13.19,100.0,96.76,1.9
2024/10/05 04:00:00,0.0,12.35,12.88,12.61,100.0,96.78,1.83
2024/10/05 05:00:00,3.5,11.65,12.23,11.94,100.0,96.82,1.66
2024/10/05 06:00:00,117.0,12.2,11.91,12.05,97.95,96.87,2.11
2024/10/05 07:00:00,333.08,13.64,11.98,12.81,89.58,96.92,2.37
2024/10/05 08:00:00,551.0,16.46,10.45,13.46,67.73,96.94,2.69
2024/10/05 09:00:00,695.47,18.86,8.13,13.49,49.57,96.95,3.7
2024/10/05 10:00:00,692.2,19.95,7.83,13.89,45.38,96.93,4.56
2024/10/05 11:00:00,800.2,19.98,7.65,13.82,44.77,96.92,5.29
2024/10/05 12:00:00,670.42,19.07,7.19,13.13,45.89,96.9,5.26
2024/10/05 13:00:00,523.28,18.64,6.76,12.7,45.76,96.86,5.09
2024/10/05 14:00:00,523.95,19.26,6.48,12.87,43.17,96.82,5.15
2024/10/05 15:00:00,392.73,19.2,6.16,12.68,42.42,96.8,5.0
2024/10/05 16:00:00,209.75,19.05,5.96,12.51,42.21,96.84,4.82
2024/10/05 17:00:00,65.07,18.06,6.05,12.05,45.24,96.91,3.66
2024/10/05 18:00:00,0.0,15.39,6.31,10.85,54.6,96.96,1.79
2024/10/05 19:00:00,0.0,14.5,6.46,10.48,58.42,97.02,1.46
2024/10/05 20:00:00,0.0,14.11,6.6,10.35,60.51,97.05,1.33
2024/10/05 21:00:00,0.0,13.58,6.7,10.14,63.01,97.02,1.35
