REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,ALLSKY_SFC_SW_DWN,T2M,T2MDEW,T2MWET,RH2M,PS,WS2M
NSW1,2024-06-01 01:00:00,7524.52,165.12,0.0,7.18,5.16,6.17,86.84,97.85,1.23
NSW1,2024-06-01 02:00:00,7009.12,105.0,0.0,6.71,5.08,5.9,89.21,97.85,1.31
NSW1,2024-06-01 03:00:00,6719.49,85.97,0.0,6.33,5.15,5.74,92.06,97.84,1.42
NSW1,2024-06-01 04:00:00,6637.37,66.11,0.0,6.04,5.34,5.69,95.1,97.84,1.47
NSW1,2024-06-01 05:00:00,6795.7,85.97,0.0,5.74,5.51,5.62,98.29,97.85,1.48
NSW1,2024-06-01 06:00:00,6923.27,85.0,0.0,6.24,5.63,5.93,95.67,97.91,1.43
NSW1,2024-06-01 07:00:00,7484.89,141.8,0.0,6.28,5.67,5.98,95.61,97.96,1.37
NSW1,2024-06-01 08:00:00,7937.39,109.88,27.0,6.87,5.67,6.27,91.83,97.99,1.71
NSW1,2024-06-01 09:00:00,8287.47,105.0,132.02,9.2,5.77,7.49,78.91,98.0,2.84
NSW1,2024-06-01 10:00:00,8499.27,65.71,237.07,12.31,5.58,8.95,63.37,97.99,3.3
NSW1,2024-06-01 11:00:00,8664.48,118.76,375.9,14.93,5.1,10.01,51.68,97.99,3.8
NSW1,2024-06-01 12:00:00,8664.82,103.24,425.7,16.53,4.82,10.68,45.71,97.94,3.65
NSW1,2024-06-01 13:00:00,8881.6,85.0,390.05,17.53,4.71,11.12,42.63,97.85,3.44
NSW1,2024-06-01 14:00:00,9102.64,196.2,354.1,17.9,4.74,11.32,41.69,97.78,3.23
NSW1,2024-06-01 15:00:00,9150.96,119.86,266.92,17.92,4.96,11.44,42.31,97.74,3.05
NSW1,2024-06-01 16:00:00,9302.18,189.08,158.8,17.26,5.43,11.35,45.61,97.75,2.93
NSW1,2024-06-01 17:00:00,10017.7,200.11,39.4,15.3,6.57,10.93,55.93,97.8,2.21
NSW1,2024-06-01 18:00:00,10097.77,239.04,0.0,13.71,6.97,10.34,63.63,97.88,2.92
NSW1,2024-06-01 19:00:00,9780.88,142.59,0.0,13.23,7.44,10.33,67.76,97.96,3.87
NSW1,2024-06-01 20:00:00,9405.3,148.66,0.0,12.34,7.47,9.9,72.08,98.0,3.56
NSW1,2024-06-01 21:00:00,9115.66,157.22,0.0,11.7,7.23,9.46,73.95,98.02,3.15
NSW1,2024-06-01 22:00:00,8691.7,121.92,0.0,11.3,6.91,9.1,74.31,98.02,2.89
NSW1,2024-06-01 23:00:00,8448.65,107.19,0.0,10.97,6.68,8.82,74.74,98.0,2.64
NSW1,2024-06-02 00:00:00,7943.93,101.41,0.0,10.48,6.54,8.51,76.46,97.97,2.53
NSW1,2024-06-02 01:00:00,7622.89,86.7,0.0,9.71,6.33,8.02,79.33,97.97,2.52
NSW1,2024-06-02 02:00:00,7089.89,77.46,0.0,8.79,6.02,7.4,82.61,97.96,2.52
NSW1,2024-06-02 03:00:00,6851.13,92.33,0.0,7.99,5.65,6.82,85.03,97.96,2.7
NSW1,2024-06-02 04:00:00,6741.71,77.22,0.0,7.39,5.29,6.34,86.42,97.92,2.8
NSW1,2024-06-02 05:00:00,6696.66,76.72,0.0,7.17,4.93,6.05,85.55,97.88,2.75
NSW1,2024-06-02 06:00:00,6964.12,76.72,0.0,6.69,4.65,5.67,86.65,97.87,2.08
NSW1,2024-06-02 07:00:00,7484.9,112.43,0.0,6.35,4.41,5.38,87.26,97.9,1.75
NSW1,2024-06-02 08:00:00,7721.52,44.4,29.42,6.5,4.19,5.35,85.09,97.93,1.91
NSW1,2024-06-02 09:00:00,7540.88,39.0,174.2,7.89,3.91,5.9,75.75,97.93,2.56
NSW1,2024-06-02 10:00:00,6992.07,53.98,317.02,9.76,3.4,6.58,64.42,97.94,3.1
NSW1,2024-06-02 11:00:00,6646.31,23.45,435.42,11.58,2.98,7.28,55.45,97.92,3.17
NSW1,2024-06-02 12:00:00,7027.3,58.0,511.05,13.09,2.63,7.86,48.93,97.86,2.9
NSW1,2024-06-02 13:00:00,7288.47,58.0,523.7,14.11,2.55,8.33,45.54,97.76,2.84
NSW1,2024-06-02 14:00:00,7633.07,113.81,460.58,14.78,2.51,8.65,43.47,97.66,2.96
NSW1,2024-06-02 15:00:00,7756.44,85.24,346.05,14.87,2.44,8.65,43.02,97.61,2.89
NSW1,2024-06-02 16:00:00,8698.16,296.13,209.43,14.37,2.16,8.26,43.56,97.59,2.56
NSW1,2024-06-02 17:00:00,9697.38,299.98,54.15,12.13,2.73,7.43,52.51,97.58,1.3
NSW1,2024-06-02 18:00:00,10222.9,283.18,0.0,9.18,1.96,5.57,60.57,97.58,1.39
NSW1,2024-06-02 19:00:00,9995.18,232.89,0.0,8.37,2.0,5.18,64.14,97.61,1.67
NSW1,2024-06-02 20:00:00,9659.3,148.17,0.0,7.76,2.49,5.12,69.23,97.62,1.83
NSW1,2024-06-02 21:00:00,9255.3,125.37,0.0,7.06,3.41,5.23,77.43,97.61,1.88
NSW1,2024-06-02 22:00:00,8618.36,85.97,0.0,6.33,4.03,5.18,85.14,97.58,1.9
NSW1,2024-06-02 23:00:00,8189.62,105.74,0.0,5.63,4.14,4.89,90.03,97.56,1.93
NSW1,2024-06-03 00:00:00,7777.69,105.74,0.0,5.16,4.06,4.61,92.47,97.53,1.91
NSW1,2024-06-03 01:00:00,7397.3,85.0,0.0,4.7,3.84,4.27,93.99,97.5,1.8
NSW1,2024-06-03 02:00:00,6964.73,78.0,0.0,4.43,3.62,4.02,94.27,97.47,1.79
NSW1,2024-06-03 03:00:00,6745.26,78.0,0.0,4.65,3.49,4.07,92.09,97.46,2.07
NSW1,2024-06-03 04:00:00,6820.35,78.0,0.0,4.43,3.45,3.94,93.12,97.43,1.63
NSW1,2024-06-03 05:00:00,7023.78,85.0,0.0,4.05,3.38,3.71,95.2,97.37,1.09
NSW1,2024-06-03 06:00:00,7880.47,135.28,0.0,3.41,3.22,3.31,98.58,97.36,0.97
NSW1,2024-06-03 07:00:00,9283.9,257.71,0.0,2.35,2.95,2.65,100.0,97.37,0.99
NSW1,2024-06-03 08:00:00,9523.61,58.26,22.7,2.63,2.68,2.65,100.0,97.39,1.56
NSW1,2024-06-03 09:00:00,8555.97,49.76,107.55,4.33,2.82,3.58,89.66,97.42,2.34
NSW1,2024-06-03 10:00:00,7934.72,56.67,195.35,6.76,3.23,4.99,78.12,97.45,2.51
NSW1,2024-06-03 11:00:00,7117.87,58.0,258.7,10.06,2.77,6.42,60.42,97.44,3.37
NSW1,2024-06-03 12:00:00,7018.31,146.2,292.92,12.03,2.29,7.16,51.21,97.4,3.79
NSW1,2024-06-03 13:00:00,7323.62,76.72,383.38,12.91,2.03,7.47,47.47,97.33,3.91
NSW1,2024-06-03 14:00:00,7196.98,-30.12,324.67,13.24,1.75,7.49,45.5,97.26,3.9
NSW1,2024-06-03 15:00:00,7822.8,54.0,284.88,13.13,1.51,7.32,45.09,97.23,3.88
NSW1,2024-06-03 16:00:00,8884.33,110.43,174.95,12.45,1.41,6.93,46.82,97.22,3.71
NSW1,2024-06-03 17:00:00,10237.82,293.39,46.2,10.6,1.63,6.11,53.78,97.24,2.43
NSW1,2024-06-03 18:00:00,11388.17,299.98,0.0,7.24,1.77,4.51,68.13,97.27,1.35
NSW1,2024-06-03 19:00:00,10966.77,190.29,0.0,6.35,1.94,4.14,73.28,97.32,1.33
NSW1,2024-06-03 20:00:00,10606.32,181.76,0.0,5.61,2.09,3.85,77.85,97.37,1.23
NSW1,2024-06-03 21:00:00,9982.47,143.46,0.0,5.01,2.19,3.6,81.72,97.4,1.15
NSW1,2024-06-03 22:00:00,9221.77,120.71,0.0,4.42,2.24,3.33,85.57,97.43,1.13
NSW1,2024-06-03 23:00:00,8721.93,129.3,0.0,3.88,2.25,3.07,88.89,97.44,1.08
NSW1,2024-06-04 00:00:00,8387.64,80.18,0.0,3.37,2.25,2.81,92.15,97.45,1.05
NSW1,2024-06-04 01:00:00,7975.22,85.0,0.0,2.9,2.24,2.57,95.26,97.44,1.01
NSW1,2024-06-04 02:00:00,7467.94,81.29,0.0,2.85,2.26,2.55,95.79,97.43,0.93
NSW1,2024-06-04 03:00:00,7102.95,78.0,0.0,3.12,2.31,2.71,94.38,97.42,0.77
NSW1,2024-06-04 04:00:00,7069.7,76.72,0.0,3.11,2.32,2.71,94.4,97.38,0.7
NSW1,2024-06-04 05:00:00,7362.64,127.18,0.0,3.28,2.33,2.81,93.28,97.38,0.63
NSW1,2024-06-04 06:00:00,8320.61,240.12,0.0,3.62,2.36,2.99,91.29,97.42,0.32
NSW1,2024-06-04 07:00:00,9928.77,183.19,0.0,2.27,2.23,2.25,99.49,97.52,0.7
NSW1,2024-06-04 08:00:00,10176.81,220.5,22.45,2.26,2.34,2.3,100.0,97.59,0.82
NSW1,2024-06-04 09:00:00,9157.45,66.3,113.07,4.15,2.82,3.49,90.88,97.71,1.99
NSW1,2024-06-04 10:00:00,8224.82,56.99,213.1,6.98,3.16,5.07,76.41,97.76,1.7
NSW1,2024-06-04 11:00:00,7512.74,58.0,299.12,8.92,3.03,5.98,66.42,97.78,1.96
NSW1,2024-06-04 12:00:00,7526.55,76.72,341.75,9.65,2.9,6.28,62.58,97.78,2.02
NSW1,2024-06-04 13:00:00,7575.21,62.04,308.9,10.37,2.59,6.48,58.47,97.7,1.69
NSW1,2024-06-04 14:00:00,7640.47,277.24,266.17,10.38,2.02,6.2,56.02,97.61,1.27
NSW1,2024-06-04 15:00:00,8357.91,76.72,195.95,10.2,1.64,5.92,55.27,97.53,1.16
NSW1,2024-06-04 16:00:00,9388.92,288.55,106.15,10.04,1.46,5.75,55.1,97.51,0.74
NSW1,2024-06-04 17:00:00,10635.63,319.45,25.23,8.63,2.08,5.36,63.39,97.53,0.62
NSW1,2024-06-04 18:00:00,11331.82,299.99,0.0,7.01,2.02,4.52,70.36,97.58,0.8
NSW1,2024-06-04 19:00:00,11162.77,291.52,0.0,6.43,2.13,4.28,73.94,97.67,0.85
NSW1,2024-06-04 20:00:00,10594.73,258.51,0.0,5.97,2.22,4.09,76.72,97.74,0.8
NSW1,2024-06-04 21:00:00,10078.39,146.6,0.0,5.76,2.21,3.99,77.72,97.79,0.72
NSW1,2024-06-04 22:00:00,9191.38,139.0,0.0,5.83,2.11,3.97,76.84,97.8,0.55
NSW1,2024-06-04 23:00:00,8688.47,228.81,0.0,5.13,2.04,3.58,80.28,97.76,0.72
NSW1,2024-06-05 00:00:00,8305.26,159.39,0.0,4.45,1.97,3.21,83.8,97.74,0.77
NSW1,2024-06-05 01:00:00,7991.61,150.0,0.0,4.0,1.89,2.95,85.89,97.71,0.76
NSW1,2024-06-05 02:00:00,7441.39,101.9,0.0,3.33,1.76,2.55,89.4,97.68,0.84
NSW1,2024-06-05 03:00:00,7139.64,101.9,0.0,3.01,1.68,2.35,90.82,97.66,0.85
NSW1,2024-06-05 04:00:00,7030.13,111.85,0.0,2.57,1.59,2.08,93.06,97.65,0.91
NSW1,2024-06-05 05:00:00,7349.51,139.0,0.0,2.38,1.53,1.96,93.9,97.66,0.92
NSW1,2024-06-05 06:00:00,8229.06,214.86,0.0,2.2,1.5,1.85,94.9,97.66,1.0
NSW1,2024-06-05 07:00:00,9584.39,299.98,0.0,2.26,1.5,1.88,94.49,97.66,1.2
NSW1,2024-06-05 08:00:00,9981.22,181.0,18.67,2.96,1.61,2.29,90.74,97.67,1.35
NSW1,2024-06-05 09:00:00,9539.9,205.66,110.05,5.44,1.88,3.66,77.66,97.71,2.43
NSW1,2024-06-05 10:00:00,8885.77,109.15,198.8,7.98,2.51,5.24,68.28,97.72,2.02
NSW1,2024-06-05 11:00:00,8516.8,166.35,277.05,11.34,3.5,7.42,58.45,97.76,1.01
NSW1,2024-06-05 12:00:00,7692.7,119.91,315.3,13.41,3.53,8.47,51.09,97.71,0.23
NSW1,2024-06-05 13:00:00,8109.18,146.74,235.95,14.22,3.28,8.75,47.66,97.63,0.33
NSW1,2024-06-05 14:00:00,8621.72,160.17,200.75,14.4,3.13,8.77,46.51,97.57,0.66
NSW1,2024-06-05 15:00:00,8841.84,299.98,159.43,14.11,3.36,8.73,48.24,97.53,0.91
NSW1,2024-06-05 16:00:00,9604.19,205.14,93.03,13.05,4.56,8.8,56.26,97.54,0.6
NSW1,2024-06-05 17:00:00,10610.08,299.49,21.88,11.43,4.13,7.78,60.75,97.56,0.79
NSW1,2024-06-05 18:00:00,11205.12,272.32,0.0,9.9,4.44,7.17,68.7,97.59,0.91
NSW1,2024-06-05 19:00:00,10830.51,181.0,0.0,9.52,5.54,7.53,76.16,97.64,0.91
NSW1,2024-06-05 20:00:00,10345.48,161.31,0.0,9.45,7.07,8.26,84.98,97.69,0.93
NSW1,2024-06-05 21:00:00,9867.05,141.96,0.0,9.38,8.26,8.82,92.55,97.72,0.96
NSW1,2024-06-05 22:00:00,9208.97,99.67,0.0,9.22,8.66,8.94,96.16,97.78,1.15
NSW1,2024-06-05 23:00:00,8653.13,105.75,0.0,8.87,8.57,8.72,97.95,97.82,1.2
NSW1,2024-06-06 00:00:00,8251.79,105.75,0.0,8.56,8.21,8.39,97.51,97.83,1.09
NSW1,2024-06-06 01:00:00,7919.58,63.02,0.0,8.24,7.78,8.01,96.76,97.79,0.9
NSW1,2024-06-06 02:00:00,7409.46,86.66,0.0,8.22,7.63,7.92,95.98,97.74,1.19
NSW1,2024-06-06 03:00:00,6995.23,88.85,0.0,8.17,7.47,7.82,95.15,97.73,1.92
NSW1,2024-06-06 04:00:00,6908.24,95.58,0.0,7.94,7.38,7.66,96.03,97.69,1.84
NSW1,2024-06-06 05:00:00,7247.1,94.25,0.0,7.85,7.37,7.61,96.59,97.67,1.9
NSW1,2024-06-06 06:00:00,8003.16,136.22,0.0,7.86,7.46,7.66,97.12,97.67,1.64
NSW1,2024-06-06 07:00:00,9303.28,227.45,0.0,7.98,7.63,7.8,97.51,97.69,1.11
NSW1,2024-06-06 08:00:00,9425.77,54.0,10.0,8.21,7.8,8.01,97.14,97.68,1.19
NSW1,2024-06-06 09:00:00,8831.63,54.0,63.17,8.67,8.05,8.36,95.7,97.7,1.62
NSW1,2024-06-06 10:00:00,8262.15,58.0,115.7,9.57,8.67,9.12,94.02,97.76,1.91
NSW1,2024-06-06 11:00:00,8148.13,-15.01,157.5,10.43,9.43,9.93,93.45,97.77,1.6
NSW1,2024-06-06 12:00:00,8207.58,18.48,180.43,11.34,10.15,10.75,92.19,97.71,1.6
NSW1,2024-06-06 13:00:00,8462.06,58.0,145.6,12.16,10.68,11.42,90.57,97.66,1.54
NSW1,2024-06-06 14:00:00,8708.96,58.27,101.8,12.69,10.82,11.76,88.31,97.64,1.18
NSW1,2024-06-06 15:00:00,9007.83,58.0,88.47,12.71,10.74,11.73,87.68,97.66,0.64
NSW1,2024-06-06 16:00:00,9796.55,113.99,47.67,12.2,10.98,11.59,92.1,97.68,0.25
NSW1,2024-06-06 17:00:00,10490.03,246.62,14.85,11.27,10.46,10.87,94.58,97.69,0.51
NSW1,2024-06-06 18:00:00,11017.53,253.59,0.0,10.58,10.18,10.38,97.22,97.72,0.66
NSW1,2024-06-06 19:00:00,10800.05,173.18,0.0,10.28,10.1,10.19,98.63,97.77,0.68
NSW1,2024-06-06 20:00:00,10365.16,160.0,0.0,10.12,10.0,10.06,99.1,97.81,0.72
NSW1,2024-06-06 21:00:00,9895.4,133.81,0.0,9.85,9.82,9.83,99.63,97.82,0.93
NSW1,2024-06-06 22:00:00,9256.44,99.27,0.0,9.85,9.74,9.79,99.11,97.8,1.39
NSW1,2024-06-06 23:00:00,8773.83,109.71,0.0,9.84,9.63,9.74,98.39,97.78,1.74
NSW1,2024-06-07 00:00:00,8411.49,103.25,0.0,9.28,9.1,9.19,98.67,97.75,1.84
NSW1,2024-06-07 01:00:00,7925.35,61.55,0.0,8.71,8.5,8.61,98.33,97.69,1.96
NSW1,2024-06-07 02:00:00,7455.94,76.5,0.0,8.43,8.04,8.23,97.34,97.64,2.47
NSW1,2024-06-07 03:00:00,7096.91,62.27,0.0,8.09,7.62,7.86,96.69,97.6,2.71
NSW1,2024-06-07 04:00:00,7130.98,78.0,0.0,7.75,7.28,7.52,96.7,97.55,2.68
NSW1,2024-06-07 05:00:00,7191.68,85.0,0.0,7.41,6.99,7.2,96.99,97.53,2.38
NSW1,2024-06-07 06:00:00,7906.3,105.74,0.0,6.64,6.44,6.54,98.44,97.54,1.92
NSW1,2024-06-07 07:00:00,9057.03,184.85,0.0,6.13,6.04,6.08,99.2,97.58,1.84
NSW1,2024-06-07 08:00:00,9672.48,106.29,25.45,6.44,6.24,6.34,98.42,97.61,2.44
NSW1,2024-06-07 09:00:00,9350.31,76.72,136.7,7.72,7.09,7.4,95.65,97.63,3.51
NSW1,2024-06-07 10:00:00,8749.34,85.0,229.23,9.41,7.97,8.69,90.57,97.64,3.95
NSW1,2024-06-07 11:00:00,8320.38,85.0,295.8,11.45,8.39,9.92,81.31,97.61,4.33
NSW1,2024-06-07 12:00:00,8127.28,59.07,327.3,13.39,8.54,10.96,72.33,97.53,4.47
NSW1,2024-06-07 13:00:00,7878.11,58.0,297.08,15.02,8.64,11.83,65.53,97.39,4.75
NSW1,2024-06-07 14:00:00,7793.94,56.99,265.17,16.26,8.78,12.52,61.13,97.29,4.78
NSW1,2024-06-07 15:00:00,8176.58,69.65,211.7,16.93,8.95,12.94,59.19,97.22,4.77
NSW1,2024-06-07 16:00:00,9099.08,56.99,126.93,16.81,8.93,12.87,59.63,97.22,4.71
NSW1,2024-06-07 17:00:00,9982.66,198.86,29.55,15.69,8.76,12.23,63.28,97.23,4.37
NSW1,2024-06-07 18:00:00,10514.51,231.63,0.0,14.05,8.51,11.28,69.2,97.26,4.35
NSW1,2024-06-07 19:00:00,10163.42,148.51,0.0,13.09,8.44,10.77,73.28,97.3,4.63
NSW1,2024-06-07 20:00:00,9767.13,117.33,0.0,11.97,8.52,10.24,79.34,97.33,4.19
NSW1,2024-06-07 21:00:00,9362.9,150.51,0.0,11.24,8.7,9.97,84.2,97.33,3.88
NSW1,2024-06-07 22:00:00,8902.6,149.07,0.0,11.33,9.04,10.18,85.65,97.31,3.72
NSW1,2024-06-07 23:00:00,8611.28,168.2,0.0,11.37,9.5,10.43,88.16,97.29,3.17
NSW1,2024-06-08 00:00:00,8187.61,111.24,0.0,10.89,9.82,10.36,92.9,97.27,2.29
NSW1,2024-06-08 01:00:00,7929.98,123.35,0.0,9.69,9.73,9.71,100.0,97.25,1.54
NSW1,2024-06-08 02:00:00,7293.36,94.65,0.0,8.98,9.55,9.26,100.0,97.25,1.28
NSW1,2024-06-08 03:00:00,7094.33,85.0,0.0,8.51,9.28,8.9,100.0,97.25,1.23
NSW1,2024-06-08 04:00:00,6848.71,85.0,0.0,8.03,8.99,8.51,100.0,97.26,1.21
NSW1,2024-06-08 05:00:00,6949.92,101.77,0.0,7.56,8.78,8.17,100.0,97.27,1.13
NSW1,2024-06-08 06:00:00,7238.39,145.11,0.0,7.32,8.7,8.01,100.0,97.29,1.02
NSW1,2024-06-08 07:00:00,7799.04,171.85,0.0,7.62,8.69,8.15,100.0,97.32,0.99
NSW1,2024-06-08 08:00:00,8039.73,77.86,30.65,7.92,8.55,8.23,100.0,97.36,0.8
NSW1,2024-06-08 09:00:00,7916.9,76.7,177.02,9.58,8.95,9.27,95.72,97.42,1.07
NSW1,2024-06-08 10:00:00,7274.35,58.0,322.62,10.89,9.65,10.27,91.91,97.48,0.83
NSW1,2024-06-08 11:00:00,6835.2,76.7,435.67,13.75,10.02,11.89,78.04,97.51,1.65
NSW1,2024-06-08 12:00:00,6283.19,58.0,503.55,15.37,9.56,12.46,68.12,97.46,2.59
NSW1,2024-06-08 13:00:00,6045.78,-15.01,498.48,16.25,9.46,12.86,64.01,97.39,3.38
NSW1,2024-06-08 14:00:00,6172.67,-3.89,445.62,16.65,9.45,13.05,62.35,97.31,3.74
NSW1,2024-06-08 15:00:00,6761.18,58.0,347.8,16.69,9.24,12.96,61.34,97.26,3.84
NSW1,2024-06-08 16:00:00,7769.71,59.37,204.52,16.35,8.93,12.64,61.34,97.25,3.66
NSW1,2024-06-08 17:00:00,8990.14,145.47,50.92,14.65,8.64,11.65,67.13,97.28,2.32
NSW1,2024-06-08 18:00:00,9420.69,155.16,0.0,11.39,8.18,9.79,80.48,97.32,1.59
NSW1,2024-06-08 19:00:00,9197.64,156.2,0.0,10.39,7.93,9.16,84.59,97.38,1.72
NSW1,2024-06-08 20:00:00,8903.53,127.96,0.0,9.54,7.71,8.62,88.18,97.45,1.79
NSW1,2024-06-08 21:00:00,8695.84,121.2,0.0,8.62,7.52,8.07,92.65,97.53,1.8
NSW1,2024-06-08 22:00:00,8361.06,104.68,0.0,7.69,7.37,7.53,97.72,97.59,1.77
NSW1,2024-06-08 23:00:00,8168.89,138.41,0.0,6.82,7.25,7.04,100.0,97.63,1.66
NSW1,2024-06-09 00:00:00,7794.27,65.65,0.0,6.32,7.08,6.7,100.0,97.66,1.49
NSW1,2024-06-09 01:00:00,7360.4,87.62,0.0,6.67,6.83,6.75,100.0,97.66,1.48
NSW1,2024-06-09 02:00:00,6924.91,76.72,0.0,6.92,6.53,6.73,97.14,97.64,1.63
NSW1,2024-06-09 03:00:00,6495.03,65.65,0.0,6.94,6.37,6.65,96.04,97.62,1.38
NSW1,2024-06-09 04:00:00,6429.29,76.72,0.0,6.91,6.28,6.6,95.6,97.6,1.49
NSW1,2024-06-09 05:00:00,6575.3,76.72,0.0,6.93,6.28,6.61,95.48,97.62,1.68
NSW1,2024-06-09 06:00:00,6832.85,79.72,0.0,6.87,6.32,6.6,96.06,97.65,1.51
NSW1,2024-06-09 07:00:00,7310.23,106.4,0.0,6.93,6.34,6.64,95.86,97.68,1.49
NSW1,2024-06-09 08:00:00,7615.22,44.88,14.77,7.01,6.34,6.68,95.38,97.73,1.5
NSW1,2024-06-09 09:00:00,7398.16,75.15,69.95,7.69,6.5,7.1,91.99,97.79,1.77
NSW1,2024-06-09 10:00:00,6710.67,45.73,146.25,8.41,6.7,7.55,88.92,97.86,2.04
NSW1,2024-06-09 11:00:00,6037.59,55.0,202.02,9.31,6.89,8.1,84.62,97.88,2.28
NSW1,2024-06-09 12:00:00,5411.18,2.25,225.6,10.41,6.82,8.61,78.34,97.86,2.57
NSW1,2024-06-09 13:00:00,5416.84,56.99,178.73,11.42,6.39,8.9,71.01,97.8,2.7
NSW1,2024-06-09 14:00:00,5834.77,58.0,162.27,11.68,5.89,8.79,67.5,97.76,2.64
NSW1,2024-06-09 15:00:00,6547.79,76.7,133.8,11.42,5.54,8.48,67.05,97.75,2.52
NSW1,2024-06-09 16:00:00,7767.96,155.2,84.43,10.94,5.28,8.11,67.91,97.76,2.29
NSW1,2024-06-09 17:00:00,8906.1,264.4,23.08,10.26,5.29,7.77,71.21,97.8,1.55
NSW1,2024-06-09 18:00:00,9539.09,197.21,0.0,9.45,5.39,7.42,75.63,97.86,1.0
NSW1,2024-06-09 19:00:00,9432.31,138.86,0.0,9.11,5.44,7.27,77.57,97.93,1.01
NSW1,2024-06-09 20:00:00,9158.33,121.2,0.0,8.71,5.46,7.09,79.88,97.98,1.09
NSW1,2024-06-09 21:00:00,8869.03,142.15,0.0,8.33,5.52,6.93,82.27,98.0,1.16
NSW1,2024-06-09 22:00:00,8486.49,144.99,0.0,7.83,5.68,6.76,86.02,98.02,1.23
NSW1,2024-06-09 23:00:00,8190.46,125.17,0.0,7.48,6.0,6.74,90.23,98.04,1.49
NSW1,2024-06-10 00:00:00,7937.97,105.74,0.0,7.15,6.42,6.79,94.92,98.04,1.74
NSW1,2024-06-10 01:00:00,7484.38,77.4,0.0,6.87,6.67,6.77,98.49,98.04,1.81
NSW1,2024-06-10 02:00:00,7076.28,78.0,0.0,6.94,6.8,6.87,98.8,98.04,1.82
NSW1,2024-06-10 03:00:00,6826.52,76.72,0.0,6.94,6.91,6.92,99.73,98.03,1.66
NSW1,2024-06-10 04:00:00,6916.27,85.0,0.0,6.99,6.98,6.98,99.83,98.0,1.5
NSW1,2024-06-10 05:00:00,6821.18,78.0,0.0,7.52,7.17,7.35,97.47,97.99,1.87
NSW1,2024-06-10 06:00:00,7164.31,100.35,0.0,7.67,7.33,7.5,97.54,98.01,1.76
NSW1,2024-06-10 07:00:00,7854.59,154.97,0.0,7.23,7.28,7.26,100.0,98.07,1.52
NSW1,2024-06-10 08:00:00,8060.43,45.83,20.98,7.27,7.31,7.29,100.0,98.12,1.63
NSW1,2024-06-10 09:00:00,7736.81,61.55,131.3,8.7,7.78,8.24,93.86,98.16,2.48
NSW1,2024-06-10 10:00:00,6864.17,58.0,231.95,10.83,8.8,9.82,87.04,98.19,2.68
NSW1,2024-06-10 11:00:00,6200.55,9.15,312.67,12.83,8.09,10.46,72.79,98.19,3.36
NSW1,2024-06-10 12:00:00,6201.24,22.58,412.38,14.21,6.29,10.25,58.78,98.17,3.84
NSW1,2024-06-10 13:00:00,6100.46,-39.55,456.85,14.93,5.38,10.15,52.66,98.1,3.97
NSW1,2024-06-10 14:00:00,6237.54,-7.59,428.08,15.24,4.79,10.01,49.52,98.05,3.86
NSW1,2024-06-10 15:00:00,6934.7,59.95,333.7,15.0,4.15,9.58,48.16,98.03,3.56
NSW1,2024-06-10 16:00:00,8193.65,160.0,209.62,14.21,3.59,8.9,48.75,98.02,3.03
NSW1,2024-06-10 17:00:00,9646.12,161.57,55.85,11.49,3.71,7.6,58.73,98.04,1.34
NSW1,2024-06-10 18:00:00,10661.3,182.1,0.0,8.28,2.97,5.62,69.14,98.07,1.11
NSW1,2024-06-10 19:00:00,10444.58,146.2,0.0,7.49,2.71,5.1,71.64,98.11,1.1
NSW1,2024-06-10 20:00:00,10034.36,122.84,0.0,6.97,2.46,4.71,72.85,98.15,1.1
NSW1,2024-06-10 21:00:00,9568.94,109.14,0.0,6.73,2.17,4.45,72.63,98.15,1.08
NSW1,2024-06-10 22:00:00,8904.05,95.07,0.0,6.56,1.91,4.23,72.02,98.14,0.99
NSW1,2024-06-10 23:00:00,8591.8,105.74,0.0,6.35,1.73,4.04,72.08,98.12,0.9
NSW1,2024-06-11 00:00:00,8255.41,61.55,0.0,6.13,1.64,3.89,72.83,98.1,0.83
NSW1,2024-06-11 01:00:00,7860.82,76.72,0.0,6.04,1.66,3.85,73.27,98.08,0.79
NSW1,2024-06-11 02:00:00,7395.85,62.78,0.0,5.72,1.72,3.72,75.41,98.07,0.83
NSW1,2024-06-11 03:00:00,7090.08,76.7,0.0,5.21,1.82,3.52,78.48,98.06,0.89
NSW1,2024-06-11 04:00:00,7073.91,76.7,0.0,4.41,1.89,3.15,83.54,98.04,0.98
NSW1,2024-06-11 05:00:00,7409.21,76.94,0.0,3.43,1.97,2.7,89.88,98.01,1.06
NSW1,2024-06-11 06:00:00,8260.12,125.01,0.0,2.8,2.05,2.42,94.62,98.02,1.09
NSW1,2024-06-11 07:00:00,9884.36,259.94,0.0,2.85,2.13,2.49,94.91,98.01,1.13
NSW1,2024-06-11 08:00:00,10399.61,63.2,13.15,3.66,2.25,2.95,90.38,97.98,1.3
NSW1,2024-06-11 09:00:00,9834.71,76.72,80.5,6.6,2.56,4.58,75.23,97.96,2.61
NSW1,2024-06-11 10:00:00,9091.95,56.99,154.77,8.8,3.24,6.02,68.04,97.93,2.56
NSW1,2024-06-11 11:00:00,8492.41,76.72,230.68,12.06,4.86,8.46,61.35,97.87,3.51
NSW1,2024-06-11 12:00:00,8185.57,104.96,292.15,14.28,6.21,10.25,58.19,97.77,4.49
NSW1,2024-06-11 13:00:00,8777.78,85.0,292.15,15.17,6.74,10.95,57.05,97.66,4.84
