REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,ALLSKY_SFC_SW_DWN,T2M,T2MDEW,T2MWET,RH2M,PS,WS2M
NSW1,2025-04-20 07:00:00,5860.72,36.5,6.18,13.43,6.17,9.8,61.35,97.06,2.22
NSW1,2025-04-20 08:00:00,5378.24,-22.0,127.6,15.81,6.18,10.99,52.64,97.13,3.51
NSW1,2025-04-20 09:00:00,4767.55,-23.52,306.4,18.93,6.22,12.57,43.31,97.18,3.75
NSW1,2025-04-20 10:00:00,4254.18,-27.44,477.23,22.96,6.24,14.6,33.86,97.17,4.36
NSW1,2025-04-20 11:00:00,3872.8,-29.01,615.9,26.04,7.46,16.75,30.63,97.14,5.21
NSW1,2025-04-20 12:00:00,3979.61,-32.33,660.75,27.78,8.44,18.11,29.58,97.07,5.54
NSW1,2025-04-20 13:00:00,4157.17,-31.33,470.95,28.74,8.69,18.71,28.42,96.99,5.64
NSW1,2025-04-20 14:00:00,4845.68,35.88,296.85,28.52,8.67,18.6,28.74,96.95,5.57
NSW1,2025-04-20 15:00:00,5755.2,78.79,228.38,27.47,8.8,18.13,30.84,96.93,5.03
NSW1,2025-04-20 16:00:00,6907.82,57.01,160.48,26.63,8.6,17.61,31.95,96.92,4.2
NSW1,2025-04-20 17:00:00,7737.13,100.04,75.62,26.11,8.31,17.21,32.3,96.91,3.35
NSW1,2025-04-20 18:00:00,8178.98,119.99,7.62,22.92,8.34,15.63,39.2,96.9,1.5
NSW1,2025-04-20 19:00:00,7793.35,88.89,0.0,20.7,9.07,14.89,47.18,96.92,1.58
NSW1,2025-04-20 20:00:00,7573.97,84.4,0.0,20.73,10.36,15.54,51.39,96.94,2.13
NSW1,2025-04-20 21:00:00,7365.13,76.8,0.0,20.49,11.53,16.01,56.36,97.01,3.37
NSW1,2025-04-20 22:00:00,7097.51,70.65,0.0,19.12,12.33,15.73,64.62,97.1,3.37
NSW1,2025-04-20 23:00:00,7052.05,76.8,0.0,17.81,12.65,15.23,71.68,97.12,2.56
NSW1,2025-04-21 00:00:00,6712.37,76.8,0.0,16.82,13.07,14.95,78.32,97.12,2.51
NSW1,2025-04-21 01:00:00,6443.63,76.8,0.0,16.27,13.41,14.84,83.04,97.13,2.4
NSW1,2025-04-21 02:00:00,6204.95,76.8,0.0,15.94,13.64,14.79,85.98,97.11,1.85
NSW1,2025-04-21 03:00:00,6013.48,80.02,0.0,15.18,13.69,14.43,90.63,97.1,0.96
NSW1,2025-04-21 04:00:00,5828.28,76.65,0.0,13.98,13.58,13.78,97.28,97.12,0.86
NSW1,2025-04-21 05:00:00,5857.1,75.27,0.0,13.06,13.48,13.27,100.0,97.12,0.89
NSW1,2025-04-21 06:00:00,6120.37,90.11,0.0,12.38,13.3,12.84,100.0,97.14,0.98
NSW1,2025-04-21 07:00:00,6166.02,76.8,5.6,12.0,12.85,12.42,100.0,97.19,1.13
NSW1,2025-04-21 08:00:00,5776.52,-3.0,117.45,13.64,12.01,12.83,89.7,97.26,2.73
NSW1,2025-04-21 09:00:00,5673.71,0.0,284.02,15.71,9.81,12.76,67.94,97.32,3.39
NSW1,2025-04-21 10:00:00,5142.94,-23.5,434.0,18.01,7.88,12.95,51.44,97.34,3.42
NSW1,2025-04-21 11:00:00,4864.39,-23.0,567.3,19.55,7.0,13.27,43.98,97.31,3.5
NSW1,2025-04-21 12:00:00,4963.43,-22.96,563.92,20.02,6.43,13.23,41.04,97.27,3.53
NSW1,2025-04-21 13:00:00,5265.59,-17.56,524.08,19.6,6.11,12.85,41.22,97.23,3.35
NSW1,2025-04-21 14:00:00,5675.74,53.59,490.8,19.8,6.18,12.99,40.9,97.2,3.24
NSW1,2025-04-21 15:00:00,6442.39,70.03,385.7,19.54,6.26,12.9,41.83,97.18,3.0
NSW1,2025-04-21 16:00:00,7148.98,-22.0,257.48,19.22,6.34,12.78,42.88,97.18,2.85
NSW1,2025-04-21 17:00:00,7892.67,57.01,113.95,18.41,6.37,12.39,45.21,97.23,2.69
NSW1,2025-04-21 18:00:00,8378.86,110.71,8.73,16.97,6.55,11.76,50.18,97.3,1.7
NSW1,2025-04-21 19:00:00,8058.43,97.58,0.0,15.98,6.84,11.41,54.51,97.37,1.37
NSW1,2025-04-21 20:00:00,7642.06,76.8,0.0,15.19,7.01,11.1,58.0,97.42,1.57
NSW1,2025-04-21 21:00:00,7361.38,76.8,0.0,13.96,7.04,10.5,62.93,97.47,1.78
NSW1,2025-04-21 22:00:00,7083.49,74.31,0.0,13.42,7.03,10.23,65.1,97.5,2.08
NSW1,2025-04-21 23:00:00,7031.24,84.58,0.0,13.12,6.99,10.05,66.17,97.49,2.44
NSW1,2025-04-22 00:00:00,6779.17,88.89,0.0,12.37,6.96,9.67,69.38,97.47,2.21
NSW1,2025-04-22 01:00:00,6599.24,86.97,0.0,11.83,7.0,9.42,72.1,97.44,2.31
NSW1,2025-04-22 02:00:00,6157.83,80.01,0.0,11.67,7.17,9.42,73.77,97.43,2.32
NSW1,2025-04-22 03:00:00,5958.5,80.01,0.0,12.25,7.43,9.84,72.29,97.4,3.01
NSW1,2025-04-22 04:00:00,5925.94,89.99,0.0,12.53,7.87,10.2,73.11,97.41,3.08
NSW1,2025-04-22 05:00:00,6118.75,84.85,0.0,12.58,8.45,10.52,75.78,97.45,2.96
NSW1,2025-04-22 06:00:00,6560.48,85.54,0.0,12.7,9.13,10.92,78.72,97.51,3.01
NSW1,2025-04-22 07:00:00,7140.96,85.6,4.18,12.8,9.7,11.25,81.32,97.59,3.05
NSW1,2025-04-22 08:00:00,6972.16,-15.18,94.25,13.4,10.22,11.81,80.97,97.65,3.11
NSW1,2025-04-22 09:00:00,6649.99,35.88,243.8,16.08,10.74,13.41,70.45,97.71,4.08
NSW1,2025-04-22 10:00:00,6480.16,-22.0,393.58,19.56,10.66,15.11,56.31,97.72,5.03
NSW1,2025-04-22 11:00:00,6397.78,-18.0,429.98,22.07,9.87,15.97,45.78,97.7,5.3
NSW1,2025-04-22 12:00:00,6367.52,9.66,304.88,23.76,9.14,16.45,39.35,97.65,5.22
NSW1,2025-04-22 13:00:00,6718.06,108.5,301.02,24.76,8.8,16.78,36.19,97.58,5.18
NSW1,2025-04-22 14:00:00,6785.18,56.98,301.25,25.23,8.58,16.9,34.68,97.52,5.23
NSW1,2025-04-22 15:00:00,6863.74,37.28,313.05,25.15,8.47,16.81,34.55,97.5,5.2
NSW1,2025-04-22 16:00:00,7696.19,119.98,218.9,24.62,8.45,16.54,35.66,97.49,5.12
NSW1,2025-04-22 17:00:00,8457.89,129.76,99.28,23.6,8.55,16.07,38.13,97.52,4.79
NSW1,2025-04-22 18:00:00,8988.48,299.0,8.57,21.3,8.8,15.05,44.62,97.58,3.35
NSW1,2025-04-22 19:00:00,8601.95,87.4,0.0,19.42,9.32,14.37,51.94,97.65,2.92
NSW1,2025-04-22 20:00:00,7994.16,56.98,0.0,18.2,10.14,14.17,59.22,97.72,2.8
NSW1,2025-04-22 21:00:00,7697.64,68.66,0.0,17.25,11.19,14.22,67.49,97.76,2.92
NSW1,2025-04-22 22:00:00,7331.37,76.8,0.0,16.45,12.27,14.36,76.16,97.77,3.22
NSW1,2025-04-22 23:00:00,7214.71,74.9,0.0,15.79,13.08,14.43,83.83,97.74,3.51
NSW1,2025-04-23 00:00:00,7133.88,57.01,0.0,15.31,13.56,14.43,89.19,97.71,3.62
NSW1,2025-04-23 01:00:00,6781.22,57.01,0.0,14.95,13.87,14.41,93.09,97.7,3.38
NSW1,2025-04-23 02:00:00,6467.92,50.39,0.0,14.77,14.11,14.44,95.65,97.69,3.08
NSW1,2025-04-23 03:00:00,6194.72,56.98,0.0,14.74,14.24,14.49,96.57,97.69,2.94
NSW1,2025-04-23 04:00:00,6071.22,50.89,0.0,14.78,14.24,14.51,96.42,97.7,3.09
NSW1,2025-04-23 05:00:00,6064.81,73.7,0.0,14.74,14.15,14.45,96.15,97.73,3.3
NSW1,2025-04-23 06:00:00,6546.43,76.8,0.0,14.63,14.02,14.33,95.95,97.78,3.46
NSW1,2025-04-23 07:00:00,7051.83,75.79,4.65,14.52,13.86,14.19,95.67,97.85,3.52
NSW1,2025-04-23 08:00:00,6991.9,-9.44,106.0,15.66,14.01,14.83,89.75,97.91,4.03
NSW1,2025-04-23 09:00:00,6871.36,-0.08,257.7,18.51,14.41,16.46,76.93,97.97,4.57
NSW1,2025-04-23 10:00:00,6425.9,0.0,387.6,21.85,13.8,17.82,60.15,97.99,5.4
NSW1,2025-04-23 11:00:00,6263.74,-21.31,497.08,23.83,12.69,18.26,49.6,97.96,5.21
NSW1,2025-04-23 12:00:00,6480.47,-14.99,556.12,25.38,11.76,18.57,42.49,97.91,4.75
NSW1,2025-04-23 13:00:00,6661.27,22.95,598.58,26.53,11.06,18.8,37.87,97.83,4.32
NSW1,2025-04-23 14:00:00,6757.26,37.1,503.88,27.18,10.49,18.83,35.13,97.75,4.05
NSW1,2025-04-23 15:00:00,7074.7,63.66,333.33,27.19,10.12,18.65,34.27,97.71,3.9
NSW1,2025-04-23 16:00:00,7735.12,67.41,221.15,26.6,9.97,18.28,35.12,97.7,3.88
NSW1,2025-04-23 17:00:00,8417.72,157.76,95.12,25.42,10.04,17.73,37.86,97.72,3.7
NSW1,2025-04-23 18:00:00,8911.88,159.94,7.0,22.58,10.3,16.44,45.67,97.78,2.39
NSW1,2025-04-23 19:00:00,8549.54,147.01,0.0,21.21,10.52,15.87,50.38,97.87,3.4
NSW1,2025-04-23 20:00:00,8193.9,111.21,0.0,19.8,10.68,15.24,55.55,97.97,3.88
NSW1,2025-04-23 21:00:00,7910.75,111.83,0.0,18.5,10.74,14.62,60.43,98.03,3.88
NSW1,2025-04-23 22:00:00,7509.89,81.07,0.0,17.51,10.8,14.15,64.65,98.07,3.55
NSW1,2025-04-23 23:00:00,7447.42,109.29,0.0,16.55,11.01,13.78,69.7,98.07,3.09
NSW1,2025-04-24 00:00:00,7217.03,82.87,0.0,15.69,11.47,13.58,75.8,98.05,2.88
NSW1,2025-04-24 01:00:00,6908.41,84.85,0.0,15.02,12.07,13.55,82.41,98.03,2.9
NSW1,2025-04-24 02:00:00,6508.52,76.65,0.0,14.47,12.6,13.53,88.39,98.01,2.93
NSW1,2025-04-24 03:00:00,6234.04,76.65,0.0,14.03,12.84,13.44,92.39,97.99,2.9
NSW1,2025-04-24 04:00:00,6273.21,74.03,0.0,13.67,12.89,13.28,94.88,97.99,2.89
NSW1,2025-04-24 05:00:00,6308.47,76.8,0.0,13.43,12.84,13.14,96.08,98.0,2.86
NSW1,2025-04-24 06:00:00,6719.77,92.12,0.0,13.26,12.72,12.99,96.36,98.03,2.82
NSW1,2025-04-24 07:00:00,7248.77,91.19,4.32,13.17,12.58,12.88,95.94,98.07,2.77
NSW1,2025-04-24 08:00:00,6987.79,24.42,120.18,14.88,12.46,13.67,85.35,98.12,3.59
NSW1,2025-04-24 09:00:00,6739.44,33.6,313.3,18.19,12.14,15.17,67.67,98.15,3.81
NSW1,2025-04-24 10:00:00,6291.41,-0.01,484.1,21.34,10.75,16.05,50.79,98.13,4.15
NSW1,2025-04-24 11:00:00,5993.91,35.88,608.28,23.74,9.01,16.38,39.03,98.07,3.59
NSW1,2025-04-24 12:00:00,5827.75,5.09,675.97,25.51,7.67,16.59,32.07,97.99,2.75
NSW1,2025-04-24 13:00:00,5796.04,-2.41,676.8,26.56,6.93,16.74,28.63,97.88,1.97
NSW1,2025-04-24 14:00:00,6217.61,35.88,609.15,27.04,6.47,16.75,26.97,97.78,1.42
NSW1,2025-04-24 15:00:00,6940.68,92.62,483.75,27.02,6.22,16.62,26.55,97.7,1.02
NSW1,2025-04-24 16:00:00,7625.4,78.75,325.95,26.49,6.01,16.25,26.97,97.66,0.75
NSW1,2025-04-24 17:00:00,8408.22,166.86,146.35,25.41,6.72,16.06,30.33,97.65,0.48
NSW1,2025-04-24 18:00:00,8880.76,136.72,9.52,23.69,6.61,15.15,33.31,97.66,0.41
NSW1,2025-04-24 19:00:00,8579.42,114.97,0.0,22.66,6.01,14.33,33.93,97.7,0.56
NSW1,2025-04-24 20:00:00,8105.19,81.17,0.0,21.21,6.06,13.64,37.2,97.73,0.75
NSW1,2025-04-24 21:00:00,7914.96,112.68,0.0,20.15,6.16,13.15,39.99,97.76,1.02
NSW1,2025-04-24 22:00:00,7504.38,100.3,0.0,18.47,6.44,12.45,45.29,97.77,1.22
NSW1,2025-04-24 23:00:00,7387.14,109.26,0.0,17.71,7.16,12.43,49.97,97.77,1.65
NSW1,2025-04-25 00:00:00,7179.53,102.29,0.0,17.32,8.32,12.82,55.39,97.77,2.09
NSW1,2025-04-25 01:00:00,6841.33,103.55,0.0,16.68,9.61,13.14,62.93,97.76,2.16
NSW1,2025-04-25 02:00:00,6483.39,108.5,0.0,15.71,10.64,13.18,71.73,97.75,1.86
NSW1,2025-04-25 03:00:00,6111.07,108.5,0.0,14.84,11.49,13.17,80.25,97.72,1.65
NSW1,2025-04-25 04:00:00,6123.76,109.82,0.0,13.88,12.01,12.95,88.32,97.7,1.34
NSW1,2025-04-25 05:00:00,6109.3,88.46,0.0,13.27,12.31,12.79,93.73,97.7,1.27
NSW1,2025-04-25 06:00:00,6313.54,108.62,0.0,12.78,12.49,12.64,97.97,97.73,1.28
NSW1,2025-04-25 07:00:00,6523.73,109.27,4.2,12.39,12.61,12.5,100.0,97.76,1.27
NSW1,2025-04-25 08:00:00,6152.14,23.03,122.43,14.39,12.68,13.54,89.31,97.79,2.39
NSW1,2025-04-25 09:00:00,5783.76,0.02,313.17,17.44,12.2,14.82,71.23,97.8,2.82
NSW1,2025-04-25 10:00:00,5278.85,9.04,482.4,21.01,10.56,15.79,51.14,97.77,3.16
NSW1,2025-04-25 11:00:00,5005.36,37.31,607.17,23.21,9.53,16.37,41.74,97.71,2.53
NSW1,2025-04-25 12:00:00,5411.7,37.88,672.53,24.63,8.76,16.7,36.39,97.65,2.06
NSW1,2025-04-25 13:00:00,5722.05,54.1,648.85,25.46,8.13,16.8,33.17,97.55,1.9
NSW1,2025-04-25 14:00:00,5709.05,62.42,561.65,25.99,7.66,16.82,31.15,97.46,1.86
NSW1,2025-04-25 15:00:00,6320.23,36.17,429.4,26.1,7.32,16.71,30.23,97.38,1.88
NSW1,2025-04-25 16:00:00,7018.39,90.89,293.95,25.72,6.89,16.3,30.01,97.33,1.93
NSW1,2025-04-25 17:00:00,7723.72,132.33,131.62,24.69,6.81,15.75,31.75,97.31,1.63
NSW1,2025-04-25 18:00:00,8127.57,159.97,8.48,21.06,7.02,14.04,40.12,97.31,0.98
NSW1,2025-04-25 19:00:00,7853.04,121.36,0.0,19.48,6.86,13.17,43.78,97.36,1.12
NSW1,2025-04-25 20:00:00,7591.09,109.34,0.0,18.41,7.1,12.75,47.56,97.4,1.12
NSW1,2025-04-25 21:00:00,7347.52,117.99,0.0,17.5,7.53,12.52,51.87,97.45,1.15
NSW1,2025-04-25 22:00:00,7128.18,105.74,0.0,16.78,8.19,12.49,56.82,97.48,1.2
NSW1,2025-04-25 23:00:00,7231.12,120.96,0.0,16.35,9.01,12.68,61.65,97.47,1.27
NSW1,2025-04-26 00:00:00,6927.58,124.66,0.0,16.26,9.95,13.11,66.1,97.44,1.76
NSW1,2025-04-26 01:00:00,6847.83,108.5,0.0,16.71,10.84,13.78,68.19,97.39,2.79
NSW1,2025-04-26 02:00:00,6440.28,87.68,0.0,16.57,11.68,14.12,72.71,97.35,2.93
NSW1,2025-04-26 03:00:00,6157.74,100.71,0.0,15.88,12.25,14.07,78.86,97.3,2.2
NSW1,2025-04-26 04:00:00,6034.22,112.89,0.0,15.69,12.68,14.18,82.05,97.26,2.27
NSW1,2025-04-26 05:00:00,6147.1,121.53,0.0,15.56,12.95,14.26,84.31,97.27,2.36
NSW1,2025-04-26 06:00:00,6228.4,120.0,0.0,15.33,13.1,14.21,86.39,97.29,2.16
NSW1,2025-04-26 07:00:00,6378.1,118.66,0.0,15.14,13.12,14.13,87.58,97.34,1.93
NSW1,2025-04-26 08:00:00,6246.68,76.8,62.3,16.16,13.01,14.58,81.42,97.4,2.75
NSW1,2025-04-26 09:00:00,6180.92,55.5,152.2,17.74,12.78,15.26,72.62,97.44,3.29
NSW1,2025-04-26 10:00:00,5801.77,25.96,243.07,19.89,12.31,16.1,61.53,97.41,3.27
NSW1,2025-04-26 11:00:00,6169.04,66.14,335.6,21.77,11.98,16.88,53.65,97.36,3.04
NSW1,2025-04-26 12:00:00,6229.16,44.14,351.05,22.53,11.86,17.2,50.79,97.28,2.69
NSW1,2025-04-26 13:00:00,6189.78,60.88,371.8,22.68,11.79,17.23,50.11,97.18,2.48
NSW1,2025-04-26 14:00:00,6521.3,87.98,286.1,22.19,11.84,17.02,51.76,97.11,2.36
NSW1,2025-04-26 15:00:00,6817.75,76.8,247.02,21.49,12.1,16.79,54.97,97.09,2.23
NSW1,2025-04-26 16:00:00,7544.85,98.58,155.65,20.73,12.45,16.59,58.99,97.1,1.84
NSW1,2025-04-26 17:00:00,8228.47,159.95,60.53,19.66,12.95,16.3,65.07,97.13,1.05
NSW1,2025-04-26 18:00:00,8564.74,159.95,4.3,18.15,13.63,15.89,74.8,97.18,0.67
NSW1,2025-04-26 19:00:00,8203.59,128.46,0.0,17.36,14.16,15.76,81.38,97.23,1.22
NSW1,2025-04-26 20:00:00,7869.41,127.52,0.0,16.87,14.44,15.65,85.4,97.24,1.32
NSW1,2025-04-26 21:00:00,7580.17,149.99,0.0,16.38,14.41,15.39,87.93,97.23,0.9
NSW1,2025-04-26 22:00:00,7333.6,120.0,0.0,16.33,14.22,15.27,87.3,97.23,0.71
NSW1,2025-04-26 23:00:00,7113.39,120.0,0.0,16.28,13.91,15.1,85.73,97.22,0.7
NSW1,2025-04-27 00:00:00,6988.61,121.9,0.0,16.08,13.59,14.84,85.03,97.18,0.73
NSW1,2025-04-27 01:00:00,6729.06,119.98,0.0,15.39,13.3,14.35,87.26,97.16,0.82
NSW1,2025-04-27 02:00:00,6300.27,94.46,0.0,15.05,13.36,14.2,89.46,97.16,0.89
NSW1,2025-04-27 03:00:00,6096.65,105.74,0.0,14.93,13.5,14.21,91.05,97.14,0.95
NSW1,2025-04-27 04:00:00,5963.03,89.42,0.0,14.78,13.6,14.19,92.49,97.15,1.05
NSW1,2025-04-27 05:00:00,5983.31,105.74,0.0,14.69,13.65,14.17,93.31,97.15,1.19
NSW1,2025-04-27 06:00:00,6098.78,119.98,0.0,14.58,13.64,14.11,93.9,97.17,1.18
NSW1,2025-04-27 07:00:00,6344.49,105.74,0.0,14.5,13.65,14.08,94.41,97.2,1.17
NSW1,2025-04-27 08:00:00,6556.08,64.7,49.15,15.16,13.95,14.55,92.3,97.24,1.55
NSW1,2025-04-27 09:00:00,6822.67,57.01,129.45,16.04,14.32,15.18,89.3,97.26,2.28
NSW1,2025-04-27 10:00:00,7249.45,185.85,221.38,16.98,14.66,15.82,86.0,97.24,2.41
NSW1,2025-04-27 11:00:00,7275.81,132.84,340.12,18.88,13.92,16.4,72.74,97.19,2.76
NSW1,2025-04-27 12:00:00,7172.22,159.95,378.2,20.53,12.61,16.57,60.36,97.11,2.82
NSW1,2025-04-27 13:00:00,7213.2,76.8,403.92,21.77,11.75,16.76,52.84,97.07,3.11
NSW1,2025-04-27 14:00:00,7245.75,124.29,331.0,22.22,11.06,16.64,49.1,97.06,3.09
NSW1,2025-04-27 15:00:00,7313.3,89.84,279.73,21.84,10.7,16.27,49.06,97.03,2.81
NSW1,2025-04-27 16:00:00,7653.47,82.74,178.55,21.45,10.69,16.07,50.24,97.03,2.65
NSW1,2025-04-27 17:00:00,8221.87,187.19,77.4,20.59,10.93,15.76,53.75,97.05,1.74
NSW1,2025-04-27 18:00:00,8626.52,159.95,4.8,18.55,11.05,14.8,61.54,97.09,1.07
NSW1,2025-04-27 19:00:00,8330.23,153.24,0.0,17.75,11.15,14.45,65.13,97.15,0.97
NSW1,2025-04-27 20:00:00,8011.24,123.66,0.0,17.37,11.28,14.33,67.3,97.21,0.9
NSW1,2025-04-27 21:00:00,7658.94,125.09,0.0,17.16,11.53,14.35,69.34,97.26,0.87
NSW1,2025-04-27 22:00:00,7314.1,120.89,0.0,16.81,11.85,14.33,72.38,97.29,0.9
NSW1,2025-04-27 23:00:00,7137.46,100.03,0.0,16.5,12.18,14.34,75.46,97.29,0.97
NSW1,2025-04-28 00:00:00,6976.69,108.5,0.0,16.21,12.47,14.34,78.38,97.28,0.97
NSW1,2025-04-28 01:00:00,6680.14,108.5,0.0,15.54,12.66,14.1,82.85,97.27,0.91
NSW1,2025-04-28 02:00:00,6286.57,86.92,0.0,14.66,12.75,13.7,88.13,97.26,0.95
NSW1,2025-04-28 03:00:00,6124.17,87.4,0.0,14.01,12.76,13.39,92.1,97.25,1.0
NSW1,2025-04-28 04:00:00,6178.13,88.45,0.0,13.53,12.71,13.12,94.64,97.26,1.09
NSW1,2025-04-28 05:00:00,6307.6,108.86,0.0,13.11,12.55,12.83,96.19,97.32,1.23
NSW1,2025-04-28 06:00:00,6741.41,126.39,0.0,12.78,12.27,12.53,96.59,97.4,1.38
NSW1,2025-04-28 07:00:00,7552.32,131.8,0.0,12.4,11.87,12.14,96.32,97.49,1.53
NSW1,2025-04-28 08:00:00,7460.3,54.42,114.03,13.19,11.59,12.39,89.8,97.57,2.55
NSW1,2025-04-28 09:00:00,7205.05,76.8,281.1,15.37,11.46,13.42,77.39,97.62,2.76
NSW1,2025-04-28 10:00:00,6570.01,54.13,439.58,18.4,11.08,14.74,62.24,97.61,2.75
NSW1,2025-04-28 11:00:00,6535.41,57.01,564.83,20.62,10.78,15.7,53.17,97.57,2.07
NSW1,2025-04-28 12:00:00,6531.34,54.29,630.65,21.79,10.62,16.2,48.97,97.5,1.56
NSW1,2025-04-28 13:00:00,6687.11,56.98,544.58,23.27,10.44,16.86,44.18,97.41,1.56
NSW1,2025-04-28 14:00:00,7123.79,65.93,451.73,24.11,10.07,17.09,40.99,97.34,1.61
NSW1,2025-04-28 15:00:00,7340.25,61.72,399.92,24.31,9.65,16.98,39.36,97.31,1.77
NSW1,2025-04-28 16:00:00,8104.89,86.75,248.9,23.82,9.44,16.63,39.96,97.29,1.95
NSW1,2025-04-28 17:00:00,8554.17,229.63,100.3,22.7,9.47,16.08,42.88,97.32,2.09
NSW1,2025-04-28 18:00:00,9249.71,222.73,5.3,19.91,10.13,15.02,53.18,97.38,1.26
NSW1,2025-04-28 19:00:00,8805.58,159.94,0.0,18.9,10.78,14.84,59.15,97.44,1.58
NSW1,2025-04-28 20:00:00,8426.79,151.32,0.0,18.12,11.35,14.73,64.45,97.49,1.74
NSW1,2025-04-28 21:00:00,8059.82,133.53,0.0,16.94,11.42,14.18,69.86,97.52,1.63
NSW1,2025-04-28 22:00:00,7728.89,119.98,0.0,15.9,11.16,13.53,73.28,97.54,1.47
NSW1,2025-04-28 23:00:00,7544.18,139.34,0.0,15.1,10.67,12.88,74.7,97.54,1.37
NSW1,2025-04-29 00:00:00,7324.56,119.98,0.0,14.31,10.1,12.2,75.65,97.53,1.32
NSW1,2025-04-29 01:00:00,7053.57,123.99,0.0,13.57,9.56,11.57,76.58,97.53,1.29
NSW1,2025-04-29 02:00:00,6604.81,106.28,0.0,12.88,9.12,11.0,77.81,97.52,1.25
NSW1,2025-04-29 03:00:00,6423.88,105.77,0.0,12.25,8.81,10.53,79.44,97.5,1.16
NSW1,2025-04-29 04:00:00,6292.17,97.0,0.0,11.79,8.65,10.22,80.87,97.5,1.07
NSW1,2025-04-29 05:00:00,6364.43,97.0,0.0,11.51,8.55,10.03,81.96,97.53,0.99
NSW1,2025-04-29 06:00:00,6910.11,119.98,0.0,11.4,8.49,9.95,82.15,97.59,0.88
NSW1,2025-04-29 07:00:00,7638.94,120.0,0.0,11.4,8.47,9.93,82.09,97.66,0.76
NSW1,2025-04-29 08:00:00,7259.79,34.75,82.0,12.9,8.49,10.7,74.41,97.71,1.21
NSW1,2025-04-29 09:00:00,6453.58,-18.64,212.7,14.98,8.5,11.74,65.03,97.75,0.96
NSW1,2025-04-29 10:00:00,6064.82,0.02,345.42,18.83,8.31,13.57,50.29,97.75,1.43
NSW1,2025-04-29 11:00:00,5882.05,-0.01,510.73,20.99,8.58,14.79,44.78,97.71,2.03
NSW1,2025-04-29 12:00:00,5890.17,9.27,595.05,22.35,8.7,15.52,41.58,97.64,2.59
NSW1,2025-04-29 13:00:00,6456.83,67.78,585.6,23.15,8.59,15.87,39.3,97.55,2.99
NSW1,2025-04-29 14:00:00,7127.99,58.31,531.25,23.42,8.24,15.83,37.78,97.49,3.19
NSW1,2025-04-29 15:00:00,7845.34,61.71,409.08,23.24,7.77,15.51,36.98,97.46,3.08
NSW1,2025-04-29 16:00:00,8299.78,76.59,265.05,22.72,7.31,15.01,36.99,97.47,2.77
NSW1,2025-04-29 17:00:00,8728.62,159.94,105.05,21.58,6.97,14.27,38.7,97.5,2.07
NSW1,2025-04-29 18:00:00,9248.22,159.23,4.7,18.59,7.08,12.84,47.03,97.56,0.89
NSW1,2025-04-29 19:00:00,8820.11,123.18,0.0,17.79,6.9,12.35,48.8,97.63,0.99
NSW1,2025-04-29 20:00:00,8261.97,123.53,0.0,17.33,6.86,12.1,50.11,97.68,1.1
NSW1,2025-04-29 21:00:00,7978.97,121.97,0.0,16.64,6.88,11.76,52.45,97.72,1.11
NSW1,2025-04-29 22:00:00,7659.35,95.3,0.0,15.85,7.04,11.44,55.69,97.74,1.0
NSW1,2025-04-29 23:00:00,7375.57,108.89,0.0,15.16,7.48,11.32,60.11,97.74,0.99
NSW1,2025-04-30 00:00:00,7125.96,88.86,0.0,14.47,8.39,11.43,66.8,97.72,1.25
NSW1,2025-04-30 01:00:00,6880.86,80.09,0.0,13.59,9.57,11.58,76.62,97.7,1.51
NSW1,2025-04-30 02:00:00,6487.63,76.8,0.0,13.05,10.55,11.8,84.74,97.69,1.86
NSW1,2025-04-30 03:00:00,6350.4,76.65,0.0,13.0,10.94,11.97,87.2,97.69,2.54
NSW1,2025-04-30 04:00:00,6182.63,76.46,0.0,12.78,10.94,11.86,88.48,97.71,2.95
NSW1,2025-04-30 05:00:00,6379.36,76.8,0.0,12.61,10.84,11.73,88.87,97.75,3.12
NSW1,2025-04-30 06:00:00,6870.0,115.23,0.0,12.59,10.78,11.69,88.62,97.81,3.01
NSW1,2025-04-30 07:00:00,7656.99,123.55,0.0,12.76,10.75,11.76,87.38,97.88,3.29
NSW1,2025-04-30 08:00:00,7755.36,57.01,51.8,13.97,10.69,12.33,80.51,97.95,4.4
NSW1,2025-04-30 09:00:00,7466.0,19.42,152.8,15.5,10.51,13.01,72.01,98.01,5.25
NSW1,2025-04-30 10:00:00,7107.6,-0.01,261.55,17.21,9.87,13.54,61.88,98.02,5.97
NSW1,2025-04-30 11:00:00,7149.19,14.15,358.08,18.45,9.24,13.85,54.88,98.03,5.77
NSW1,2025-04-30 12:00:00,6900.87,36.8,357.33,19.03,8.66,13.85,50.86,98.01,5.42
NSW1,2025-04-30 13:00:00,6876.14,76.8,339.17,18.69,8.16,13.42,50.2,97.99,5.22
NSW1,2025-04-30 14:00:00,7082.64,46.26,313.05,18.33,7.6,12.96,49.49,97.98,5.3
NSW1,2025-04-30 15:00:00,7726.96,84.85,244.23,18.28,6.95,12.62,47.49,97.99,5.44
NSW1,2025-04-30 16:00:00,8346.37,119.18,175.02,17.96,6.36,12.16,46.5,98.02,5.5
NSW1,2025-04-30 17:00:00,8987.08,194.4,81.65,16.96,5.9,11.43,47.95,98.09,5.4
NSW1,2025-04-30 18:00:00,9602.15,248.22,4.78,15.15,5.7,10.43,53.05,98.17,4.53
