REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2024-06-01 01:00:00,7524.52,165.12,TRADE
NSW1,2024-06-01 02:00:00,7009.12,105.0,TRADE
NSW1,2024-06-01 03:00:00,6719.49,85.97,TRADE
NSW1,2024-06-01 04:00:00,6637.37,66.11,TRADE
NSW1,2024-06-01 05:00:00,6795.7,85.97,TRADE
NSW1,2024-06-01 06:00:00,6923.27,85.0,TRADE
NSW1,2024-06-01 07:00:00,7484.89,141.8,TRADE
NSW1,2024-06-01 08:00:00,7937.39,109.88,TRADE
NSW1,2024-06-01 09:00:00,8287.47,105.0,TRADE
NSW1,2024-06-01 10:00:00,8499.27,65.71,TRADE
NSW1,2024-06-01 11:00:00,8664.48,118.76,TRADE
NSW1,2024-06-01 12:00:00,8664.82,103.24,TRADE
NSW1,2024-06-01 13:00:00,8881.6,85.0,TRADE
NSW1,2024-06-01 14:00:00,9102.64,196.2,TRADE
NSW1,2024-06-01 15:00:00,9150.96,119.86,TRADE
NSW1,2024-06-01 16:00:00,9302.18,189.08,TRADE
NSW1,2024-06-01 17:00:00,10017.7,200.11,TRADE
NSW1,2024-06-01 18:00:00,10097.77,239.04,TRADE
NSW1,2024-06-01 19:00:00,9780.88,142.59,TRADE
NSW1,2024-06-01 20:00:00,9405.3,148.66,TRADE
NSW1,2024-06-01 21:00:00,9115.66,157.22,TRADE
NSW1,2024-06-01 22:00:00,8691.7,121.92,TRADE
NSW1,2024-06-01 23:00:00,8448.65,107.19,TRADE
NSW1,2024-06-02 00:00:00,7943.93,101.41,TRADE
NSW1,2024-06-02 01:00:00,7622.89,86.7,TRADE
NSW1,2024-06-02 02:00:00,7089.89,77.46,TRADE
NSW1,2024-06-02 03:00:00,6851.13,92.33,TRADE
NSW1,2024-06-02 04:00:00,6741.71,77.22,TRADE
NSW1,2024-06-02 05:00:00,6696.66,76.72,TRADE
NSW1,2024-06-02 06:00:00,6964.12,76.72,TRADE
NSW1,2024-06-02 07:00:00,7484.9,112.43,TRADE
NSW1,2024-06-02 08:00:00,7721.52,44.4,TRADE
NSW1,2024-06-02 09:00:00,7540.88,39.0,TRADE
NSW1,2024-06-02 10:00:00,6992.07,53.98,TRADE
NSW1,2024-06-02 11:00:00,6646.31,23.45,TRADE
NSW1,2024-06-02 12:00:00,7027.3,58.0,TRADE
NSW1,2024-06-02 13:00:00,7288.47,58.0,TRADE
NSW1,2024-06-02 14:00:00,7633.07,113.81,TRADE
NSW1,2024-06-02 15:00:00,7756.44,85.24,TRADE
NSW1,2024-06-02 16:00:00,8698.16,296.13,TRADE
NSW1,2024-06-02 17:00:00,9697.38,299.98,TRADE
NSW1,2024-06-02 18:00:00,10222.9,283.18,TRADE
NSW1,2024-06-02 19:00:00,9995.18,232.89,TRADE
NSW1,2024-06-02 20:00:00,9659.3,148.17,TRADE
NSW1,2024-06-02 21:00:00,9255.3,125.37,TRADE
NSW1,2024-06-02 22:00:00,8618.36,85.97,TRADE
NSW1,2024-06-02 23:00:00,8189.62,105.74,TRADE
NSW1,2024-06-03 00:00:00,7777.69,105.74,TRADE
NSW1,2024-06-03 01:00:00,7397.3,85.0,TRADE
NSW1,2024-06-03 02:00:00,6964.73,78.0,TRADE
NSW1,2024-06-03 03:00:00,6745.26,78.0,TRADE
NSW1,2024-06-03 04:00:00,6820.35,78.0,TRADE
NSW1,2024-06-03 05:00:00,7023.78,85.0,TRADE
NSW1,2024-06-03 06:00:00,7880.47,135.28,TRADE
NSW1,2024-06-03 07:00:00,9283.9,257.71,TRADE
NSW1,2024-06-03 08:00:00,9523.61,58.26,TRADE
NSW1,2024-06-03 09:00:00,8555.97,49.76,TRADE
NSW1,2024-06-03 10:00:00,7934.72,56.67,TRADE
NSW1,2024-06-03 11:00:00,7117.87,58.0,TRADE
NSW1,2024-06-03 12:00:00,7018.31,146.2,TRADE
NSW1,2024-06-03 13:00:00,7323.62,76.72,TRADE
NSW1,2024-06-03 14:00:00,7196.98,-30.12,TRADE
NSW1,2024-06-03 15:00:00,7822.8,54.0,TRADE
NSW1,2024-06-03 16:00:00,8884.33,110.43,TRADE
NSW1,2024-06-03 17:00:00,10237.82,293.39,TRADE
NSW1,2024-06-03 18:00:00,11388.17,299.98,TRADE
NSW1,2024-06-03 19:00:00,10966.77,190.29,TRADE
NSW1,2024-06-03 20:00:00,10606.32,181.76,TRADE
NSW1,2024-06-03 21:00:00,9982.47,143.46,TRADE
NSW1,2024-06-03 22:00:00,9221.77,120.71,TRADE
NSW1,2024-06-03 23:00:00,8721.93,129.3,TRADE
NSW1,2024-06-04 00:00:00,8387.64,80.18,TRADE
NSW1,2024-06-04 01:00:00,7975.22,85.0,TRADE
NSW1,2024-06-04 02:00:00,7467.94,81.29,TRADE
NSW1,2024-06-04 03:00:00,7102.95,78.0,TRADE
NSW1,2024-06-04 04:00:00,7069.7,76.72,TRADE
NSW1,2024-06-04 05:00:00,7362.64,127.18,TRADE
NSW1,2024-06-04 06:00:00,8320.61,240.12,TRADE
NSW1,2024-06-04 07:00:00,9928.77,183.19,TRADE
NSW1,2024-06-04 08:00:00,10176.81,220.5,TRADE
NSW1,2024-06-04 09:00:00,9157.45,66.3,TRADE
NSW1,2024-06-04 10:00:00,8224.82,56.99,TRADE
NSW1,2024-06-04 11:00:00,7512.74,58.0,TRADE
NSW1,2024-06-04 12:00:00,7526.55,76.72,TRADE
NSW1,2024-06-04 13:00:00,7575.21,62.04,TRADE
NSW1,2024-06-04 14:00:00,7640.47,277.24,TRADE
NSW1,2024-06-04 15:00:00,8357.91,76.72,TRADE
NSW1,2024-06-04 16:00:00,9388.92,288.55,TRADE
NSW1,2024-06-04 17:00:00,10635.63,319.45,TRADE
NSW1,2024-06-04 18:00:00,11331.82,299.99,TRADE
NSW1,2024-06-04 19:00:00,11162.77,291.52,TRADE
NSW1,2024-06-04 20:00:00,10594.73,258.51,TRADE
NSW1,2024-06-04 21:00:00,10078.39,146.6,TRADE
NSW1,2024-06-04 22:00:00,9191.38,139.0,TRADE
NSW1,2024-06-04 23:00:00,8688.47,228.81,TRADE
NSW1,2024-06-05 00:00:00,8305.26,159.39,TRADE
NSW1,2024-06-05 01:00:00,7991.61,150.0,TRADE
NSW1,2024-06-05 02:00:00,7441.39,101.9,TRADE
NSW1,2024-06-05 03:00:00,7139.64,101.9,TRADE
NSW1,2024-06-05 04:00:00,7030.13,111.85,TRADE
NSW1,2024-06-05 05:00:00,7349.51,139.0,TRADE
NSW1,2024-06-05 06:00:00,8229.06,214.86,TRADE
NSW1,2024-06-05 07:00:00,9584.39,299.98,TRADE
NSW1,2024-06-05 08:00:00,9981.22,181.0,TRADE
NSW1,2024-06-05 09:00:00,9539.9,205.66,TRADE
NSW1,2024-06-05 10:00:00,8885.77,109.15,TRADE
NSW1,2024-06-05 11:00:00,8516.8,166.35,TRADE
NSW1,2024-06-05 12:00:00,7692.7,119.91,TRADE
NSW1,2024-06-05 13:00:00,8109.18,146.74,TRADE
NSW1,2024-06-05 14:00:00,8621.72,160.17,TRADE
NSW1,2024-06-05 15:00:00,8841.84,299.98,TRADE
NSW1,2024-06-05 16:00:00,9604.19,205.14,TRADE
NSW1,2024-06-05 17:00:00,10610.08,299.49,TRADE
NSW1,2024-06-05 18:00:00,11205.12,272.32,TRADE
NSW1,2024-06-05 19:00:00,10830.51,181.0,TRADE
NSW1,2024-06-05 20:00:00,10345.48,161.31,TRADE
NSW1,2024-06-05 21:00:00,9867.05,141.96,TRADE
NSW1,2024-06-05 22:00:00,9208.97,99.67,TRADE
NSW1,2024-06-05 23:00:00,8653.13,105.75,TRADE
NSW1,2024-06-06 00:00:00,8251.79,105.75,TRADE
NSW1,2024-06-06 01:00:00,7919.58,63.02,TRADE
NSW1,2024-06-06 02:00:00,7409.46,86.66,TRADE
NSW1,2024-06-06 03:00:00,6995.23,88.85,TRADE
NSW1,2024-06-06 04:00:00,6908.24,95.58,TRADE
NSW1,2024-06-06 05:00:00,7247.1,94.25,TRADE
NSW1,2024-06-06 06:00:00,8003.16,136.22,TRADE
NSW1,2024-06-06 07:00:00,9303.28,227.45,TRADE
NSW1,2024-06-06 08:00:00,9425.77,54.0,TRADE
NSW1,2024-06-06 09:00:00,8831.63,54.0,TRADE
NSW1,2024-06-06 10:00:00,8262.15,58.0,TRADE
NSW1,2024-06-06 11:00:00,8148.13,-15.01,TRADE
NSW1,2024-06-06 12:00:00,8207.58,18.48,TRADE
NSW1,2024-06-06 13:00:00,8462.06,58.0,TRADE
NSW1,2024-06-06 14:00:00,8708.96,58.27,TRADE
NSW1,2024-06-06 15:00:00,9007.83,58.0,TRADE
NSW1,2024-06-06 16:00:00,9796.55,113.99,TRADE
NSW1,2024-06-06 17:00:00,10490.03,246.62,TRADE
NSW1,2024-06-06 18:00:00,11017.53,253.59,TRADE
NSW1,2024-06-06 19:00:00,10800.05,173.18,TRADE
NSW1,2024-06-06 20:00:00,10365.16,160.0,TRADE
NSW1,2024-06-06 21:00:00,9895.4,133.81,TRADE
NSW1,2024-06-06 22:00:00,9256.44,99.27,TRADE
NSW1,2024-06-06 23:00:00,8773.83,109.71,TRADE
NSW1,2024-06-07 00:00:00,8411.49,103.25,TRADE
NSW1,2024-06-07 01:00:00,7925.35,61.55,TRADE
NSW1,2024-06-07 02:00:00,7455.94,76.5,TRADE
NSW1,2024-06-07 03:00:00,7096.91,62.27,TRADE
NSW1,2024-06-07 04:00:00,7130.98,78.0,TRADE
NSW1,2024-06-07 05:00:00,7191.68,85.0,TRADE
NSW1,2024-06-07 06:00:00,7906.3,105.74,TRADE
NSW1,2024-06-07 07:00:00,9057.03,184.85,TRADE
NSW1,2024-06-07 08:00:00,9672.48,106.29,TRADE
NSW1,2024-06-07 09:00:00,9350.31,76.72,TRADE
NSW1,2024-06-07 10:00:00,8749.34,85.0,TRADE
NSW1,2024-06-07 11:00:00,8320.38,85.0,TRADE
NSW1,2024-06-07 12:00:00,8127.28,59.07,TRADE
NSW1,2024-06-07 13:00:00,7878.11,58.0,TRADE
NSW1,2024-06-07 14:00:00,7793.94,56.99,TRADE
NSW1,2024-06-07 15:00:00,8176.58,69.65,TRADE
NSW1,2024-06-07 16:00:00,9099.08,56.99,TRADE
NSW1,2024-06-07 17:00:00,9982.66,198.86,TRADE
NSW1,2024-06-07 18:00:00,10514.51,231.63,TRADE
NSW1,2024-06-07 19:00:00,10163.42,148.51,TRADE
NSW1,2024-06-07 20:00:00,9767.13,117.33,TRADE
NSW1,2024-06-07 21:00:00,9362.9,150.51,TRADE
NSW1,2024-06-07 22:00:00,8902.6,149.07,TRADE
NSW1,2024-06-07 23:00:00,8611.28,168.2,TRADE
NSW1,2024-06-08 00:00:00,8187.61,111.24,TRADE
NSW1,2024-06-08 01:00:00,7929.98,123.35,TRADE
NSW1,2024-06-08 02:00:00,7293.36,94.65,TRADE
NSW1,2024-06-08 03:00:00,7094.33,85.0,TRADE
NSW1,2024-06-08 04:00:00,6848.71,85.0,TRADE
NSW1,2024-06-08 05:00:00,6949.92,101.77,TRADE
NSW1,2024-06-08 06:00:00,7238.39,145.11,TRADE
NSW1,2024-06-08 07:00:00,7799.04,171.85,TRADE
NSW1,2024-06-08 08:00:00,8039.73,77.86,TRADE
NSW1,2024-06-08 09:00:00,7916.9,76.7,TRADE
NSW1,2024-06-08 10:00:00,7274.35,58.0,TRADE
NSW1,2024-06-08 11:00:00,6835.2,76.7,TRADE
NSW1,2024-06-08 12:00:00,6283.19,58.0,TRADE
NSW1,2024-06-08 13:00:00,6045.78,-15.01,TRADE
NSW1,2024-06-08 14:00:00,6172.67,-3.89,TRADE
NSW1,2024-06-08 15:00:00,6761.18,58.0,TRADE
NSW1,2024-06-08 16:00:00,7769.71,59.37,TRADE
NSW1,2024-06-08 17:00:00,8990.14,145.47,TRADE
NSW1,2024-06-08 18:00:00,9420.69,155.16,TRADE
NSW1,2024-06-08 19:00:00,9197.64,156.2,TRADE
NSW1,2024-06-08 20:00:00,8903.53,127.96,TRADE
NSW1,2024-06-08 21:00:00,8695.84,121.2,TRADE
NSW1,2024-06-08 22:00:00,8361.06,104.68,TRADE
NSW1,2024-06-08 23:00:00,8168.89,138.41,TRADE
NSW1,2024-06-09 00:00:00,7794.27,65.65,TRADE
NSW1,2024-06-09 01:00:00,7360.4,87.62,TRADE
NSW1,2024-06-09 02:00:00,6924.91,76.72,TRADE
NSW1,2024-06-09 03:00:00,6495.03,65.65,TRADE
NSW1,2024-06-09 04:00:00,6429.29,76.72,TRADE
NSW1,2024-06-09 05:00:00,6575.3,76.72,TRADE
NSW1,2024-06-09 06:00:00,6832.85,79.72,TRADE
NSW1,2024-06-09 07:00:00,7310.23,106.4,TRADE
NSW1,2024-06-09 08:00:00,7615.22,44.88,TRADE
NSW1,2024-06-09 09:00:00,7398.16,75.15,TRADE
NSW1,2024-06-09 10:00:00,6710.67,45.73,TRADE
NSW1,2024-06-09 11:00:00,6037.59,55.0,TRADE
NSW1,2024-06-09 12:00:00,5411.18,2.25,TRADE
NSW1,2024-06-09 13:00:00,5416.84,56.99,TRADE
NSW1,2024-06-09 14:00:00,5834.77,58.0,TRADE
NSW1,2024-06-09 15:00:00,6547.79,76.7,TRADE
NSW1,2024-06-09 16:00:00,7767.96,155.2,TRADE
NSW1,2024-06-09 17:00:00,8906.1,264.4,TRADE
NSW1,2024-06-09 18:00:00,9539.09,197.21,TRADE
NSW1,2024-06-09 19:00:00,9432.31,138.86,TRADE
NSW1,2024-06-09 20:00:00,9158.33,121.2,TRADE
NSW1,2024-06-09 21:00:00,8869.03,142.15,TRADE
NSW1,2024-06-09 22:00:00,8486.49,144.99,TRADE
NSW1,2024-06-09 23:00:00,8190.46,125.17,TRADE
NSW1,2024-06-10 00:00:00,7937.97,105.74,TRADE
NSW1,2024-06-10 01:00:00,7484.38,77.4,TRADE
NSW1,2024-06-10 02:00:00,7076.28,78.0,TRADE
NSW1,2024-06-10 03:00:00,6826.52,76.72,TRADE
NSW1,2024-06-10 04:00:00,6916.27,85.0,TRADE
NSW1,2024-06-10 05:00:00,6821.18,78.0,TRADE
NSW1,2024-06-10 06:00:00,7164.31,100.35,TRADE
NSW1,2024-06-10 07:00:00,7854.59,154.97,TRADE
NSW1,2024-06-10 08:00:00,8060.43,45.83,TRADE
NSW1,2024-06-10 09:00:00,7736.81,61.55,TRADE
NSW1,2024-06-10 10:00:00,6864.17,58.0,TRADE
NSW1,2024-06-10 11:00:00,6200.55,9.15,TRADE
NSW1,2024-06-10 12:00:00,6201.24,22.58,TRADE
NSW1,2024-06-10 13:00:00,6100.46,-39.55,TRADE
NSW1,2024-06-10 14:00:00,6237.54,-7.59,TRADE
NSW1,2024-06-10 15:00:00,6934.7,59.95,TRADE
NSW1,2024-06-10 16:00:00,8193.65,160.0,TRADE
NSW1,2024-06-10 17:00:00,9646.12,161.57,TRADE
NSW1,2024-06-10 18:00:00,10661.3,182.1,TRADE
NSW1,2024-06-10 19:00:00,10444.58,146.2,TRADE
NSW1,2024-06-10 20:00:00,10034.36,122.84,TRADE
NSW1,2024-06-10 21:00:00,9568.94,109.14,TRADE
NSW1,2024-06-10 22:00:00,8904.05,95.07,TRADE
NSW1,2024-06-10 23:00:00,8591.8,105.74,TRADE
NSW1,2024-06-11 00:00:00,8255.41,61.55,TRADE
NSW1,2024-06-11 01:00:00,7860.82,76.72,TRADE
NSW1,2024-06-11 02:00:00,7395.85,62.78,TRADE
NSW1,2024-06-11 03:00:00,7090.08,76.7,TRADE
NSW1,2024-06-11 04:00:00,7073.91,76.7,TRADE
NSW1,2024-06-11 05:00:00,7409.21,76.94,TRADE
NSW1,2024-06-11 06:00:00,8260.12,125.01,TRADE
NSW1,2024-06-11 07:00:00,9884.36,259.94,TRADE
NSW1,2024-06-11 08:00:00,10399.61,63.2,TRADE
NSW1,2024-06-11 09:00:00,9834.71,76.72,TRADE
NSW1,2024-06-11 10:00:00,9091.95,56.99,TRADE
NSW1,2024-06-11 11:00:00,8492.41,76.72,TRADE
NSW1,2024-06-11 12:00:00,8185.57,104.96,TRADE
NSW1,2024-06-11 13:00:00,8777.78,85.0,TRADE
NSW1,2024-06-11 14:00:00,8572.73,45.0,TRADE
NSW1,2024-06-11 15:00:00,8936.0,62.64,TRADE
NSW1,2024-06-11 16:00:00,9806.65,110.58,TRADE
NSW1,2024-06-11 17:00:00,10763.57,160.01,TRADE
NSW1,2024-06-11 18:00:00,11484.37,388.01,TRADE
NSW1,2024-06-11 19:00:00,11191.14,110.08,TRADE
NSW1,2024-06-11 20:00:00,10469.11,104.5,TRADE
NSW1,2024-06-11 21:00:00,9837.86,80.18,TRADE
NSW1,2024-06-11 22:00:00,8953.77,51.85,TRADE
NSW1,2024-06-11 23:00:00,8351.66,57.69,TRADE
NSW1,2024-06-12 00:00:00,7961.33,58.0,TRADE
NSW1,2024-06-12 01:00:00,7563.61,42.98,TRADE
NSW1,2024-06-12 02:00:00,7069.91,39.08,TRADE
NSW1,2024-06-12 03:00:00,6779.45,56.99,TRADE
NSW1,2024-06-12 04:00:00,6673.39,47.85,TRADE
NSW1,2024-06-12 05:00:00,6940.43,58.0,TRADE
NSW1,2024-06-12 06:00:00,7780.57,58.0,TRADE
NSW1,2024-06-12 07:00:00,9310.21,111.58,TRADE
NSW1,2024-06-12 08:00:00,9348.84,30.43,TRADE
NSW1,2024-06-12 09:00:00,8232.06,-0.47,TRADE
NSW1,2024-06-12 10:00:00,7263.36,1.15,TRADE
NSW1,2024-06-12 11:00:00,6757.19,13.53,TRADE
NSW1,2024-06-12 12:00:00,6516.89,-45.0,TRADE
NSW1,2024-06-12 13:00:00,6553.99,-47.0,TRADE
NSW1,2024-06-12 14:00:00,7108.38,39.0,TRADE
NSW1,2024-06-12 15:00:00,8085.21,76.7,TRADE
NSW1,2024-06-12 16:00:00,9010.08,76.15,TRADE
NSW1,2024-06-12 17:00:00,10298.53,283.96,TRADE
NSW1,2024-06-12 18:00:00,11221.13,299.98,TRADE
NSW1,2024-06-12 19:00:00,11104.54,242.13,TRADE
NSW1,2024-06-12 20:00:00,10796.83,149.82,TRADE
NSW1,2024-06-12 21:00:00,10343.04,146.2,TRADE
NSW1,2024-06-12 22:00:00,9492.33,146.2,TRADE
NSW1,2024-06-12 23:00:00,9031.06,156.2,TRADE
NSW1,2024-06-13 00:00:00,8570.1,159.9,TRADE
NSW1,2024-06-13 01:00:00,8209.48,85.0,TRADE
NSW1,2024-06-13 02:00:00,7805.68,105.74,TRADE
NSW1,2024-06-13 03:00:00,7406.78,105.74,TRADE
NSW1,2024-06-13 04:00:00,7389.36,105.74,TRADE
NSW1,2024-06-13 05:00:00,7675.98,111.97,TRADE
NSW1,2024-06-13 06:00:00,8676.43,214.22,TRADE
NSW1,2024-06-13 07:00:00,10153.68,299.99,TRADE
NSW1,2024-06-13 08:00:00,10522.72,268.21,TRADE
NSW1,2024-06-13 09:00:00,9358.53,85.0,TRADE
NSW1,2024-06-13 10:00:00,8302.33,61.55,TRADE
NSW1,2024-06-13 11:00:00,8196.04,258.66,TRADE
NSW1,2024-06-13 12:00:00,7799.91,95.21,TRADE
NSW1,2024-06-13 13:00:00,7951.69,260.54,TRADE
NSW1,2024-06-13 14:00:00,8534.46,274.15,TRADE
NSW1,2024-06-13 15:00:00,9070.93,281.96,TRADE
NSW1,2024-06-13 16:00:00,9914.91,299.99,TRADE
NSW1,2024-06-13 17:00:00,10941.53,724.99,TRADE
NSW1,2024-06-13 18:00:00,11629.52,724.99,TRADE
NSW1,2024-06-13 19:00:00,11414.29,302.27,TRADE
NSW1,2024-06-13 20:00:00,11079.4,299.98,TRADE
NSW1,2024-06-13 21:00:00,10497.59,240.91,TRADE
NSW1,2024-06-13 22:00:00,9736.15,155.37,TRADE
NSW1,2024-06-13 23:00:00,9079.75,181.2,TRADE
NSW1,2024-06-14 00:00:00,8733.38,181.2,TRADE
NSW1,2024-06-14 01:00:00,8290.18,150.08,TRADE
NSW1,2024-06-14 02:00:00,7714.37,181.07,TRADE
NSW1,2024-06-14 03:00:00,7403.02,160.0,TRADE
NSW1,2024-06-14 04:00:00,7322.79,174.19,TRADE
NSW1,2024-06-14 05:00:00,7530.98,245.19,TRADE
NSW1,2024-06-14 06:00:00,8413.73,220.97,TRADE
NSW1,2024-06-14 07:00:00,9823.03,321.76,TRADE
NSW1,2024-06-14 08:00:00,10297.16,299.99,TRADE
NSW1,2024-06-14 09:00:00,9832.01,157.48,TRADE
NSW1,2024-06-14 10:00:00,9494.1,154.69,TRADE
NSW1,2024-06-14 11:00:00,9112.05,181.2,TRADE
NSW1,2024-06-14 12:00:00,8854.11,213.23,TRADE
NSW1,2024-06-14 13:00:00,9158.65,258.66,TRADE
NSW1,2024-06-14 14:00:00,9120.34,299.98,TRADE
NSW1,2024-06-14 15:00:00,9528.85,258.66,TRADE
NSW1,2024-06-14 16:00:00,10121.27,290.56,TRADE
NSW1,2024-06-14 17:00:00,11069.64,299.99,TRADE
NSW1,2024-06-14 18:00:00,11339.35,299.99,TRADE
NSW1,2024-06-14 19:00:00,10919.48,229.19,TRADE
NSW1,2024-06-14 20:00:00,10504.4,177.87,TRADE
NSW1,2024-06-14 21:00:00,10049.65,165.64,TRADE
NSW1,2024-06-14 22:00:00,9352.78,172.17,TRADE
NSW1,2024-06-14 23:00:00,8927.67,162.34,TRADE
NSW1,2024-06-15 00:00:00,8479.45,158.8,TRADE
NSW1,2024-06-15 01:00:00,8013.51,139.96,TRADE
NSW1,2024-06-15 02:00:00,7546.6,94.34,TRADE
NSW1,2024-06-15 03:00:00,7157.9,89.14,TRADE
NSW1,2024-06-15 04:00:00,7217.24,105.74,TRADE
NSW1,2024-06-15 05:00:00,7172.87,103.87,TRADE
NSW1,2024-06-15 06:00:00,7363.72,86.85,TRADE
NSW1,2024-06-15 07:00:00,7985.82,142.42,TRADE
NSW1,2024-06-15 08:00:00,8848.79,110.94,TRADE
NSW1,2024-06-15 09:00:00,9089.17,130.6,TRADE
NSW1,2024-06-15 10:00:00,8860.54,80.43,TRADE
NSW1,2024-06-15 11:00:00,8309.86,56.99,TRADE
NSW1,2024-06-15 12:00:00,8195.02,94.53,TRADE
NSW1,2024-06-15 13:00:00,7967.44,76.72,TRADE
NSW1,2024-06-15 14:00:00,8299.87,76.8,TRADE
NSW1,2024-06-15 15:00:00,8755.52,72.42,TRADE
NSW1,2024-06-15 16:00:00,9570.49,151.22,TRADE
NSW1,2024-06-15 17:00:00,10614.02,243.29,TRADE
NSW1,2024-06-15 18:00:00,10943.02,299.98,TRADE
NSW1,2024-06-15 19:00:00,10550.64,228.13,TRADE
NSW1,2024-06-15 20:00:00,10135.36,173.65,TRADE
NSW1,2024-06-15 21:00:00,9822.79,194.36,TRADE
NSW1,2024-06-15 22:00:00,9292.16,174.07,TRADE
NSW1,2024-06-15 23:00:00,8870.69,162.69,TRADE
NSW1,2024-06-16 00:00:00,8466.71,106.38,TRADE
NSW1,2024-06-16 01:00:00,7995.66,95.83,TRADE
NSW1,2024-06-16 02:00:00,7453.08,90.96,TRADE
NSW1,2024-06-16 03:00:00,7091.71,78.23,TRADE
NSW1,2024-06-16 04:00:00,7200.16,78.81,TRADE
NSW1,2024-06-16 05:00:00,7079.62,76.72,TRADE
NSW1,2024-06-16 06:00:00,7368.08,90.85,TRADE
NSW1,2024-06-16 07:00:00,8085.67,206.1,TRADE
NSW1,2024-06-16 08:00:00,8588.27,74.02,TRADE
NSW1,2024-06-16 09:00:00,8035.55,54.0,TRADE
NSW1,2024-06-16 10:00:00,7219.94,21.3,TRADE
NSW1,2024-06-16 11:00:00,6399.48,-21.87,TRADE
NSW1,2024-06-16 12:00:00,5873.02,-42.29,TRADE
NSW1,2024-06-16 13:00:00,5848.68,-34.91,TRADE
NSW1,2024-06-16 14:00:00,6241.68,-15.01,TRADE
NSW1,2024-06-16 15:00:00,7150.82,75.48,TRADE
NSW1,2024-06-16 16:00:00,8550.46,83.36,TRADE
NSW1,2024-06-16 17:00:00,10153.27,264.4,TRADE
NSW1,2024-06-16 18:00:00,11076.41,281.2,TRADE
NSW1,2024-06-16 19:00:00,11033.28,231.65,TRADE
NSW1,2024-06-16 20:00:00,10620.32,175.3,TRADE
NSW1,2024-06-16 21:00:00,10226.32,155.3,TRADE
NSW1,2024-06-16 22:00:00,9462.04,123.09,TRADE
NSW1,2024-06-16 23:00:00,8830.58,108.73,TRADE
NSW1,2024-06-17 00:00:00,8343.32,105.66,TRADE
NSW1,2024-06-17 01:00:00,8073.05,105.0,TRADE
NSW1,2024-06-17 02:00:00,7481.26,89.56,TRADE
NSW1,2024-06-17 03:00:00,7211.77,104.96,TRADE
NSW1,2024-06-17 04:00:00,7226.78,106.01,TRADE
NSW1,2024-06-17 05:00:00,7625.03,157.4,TRADE
NSW1,2024-06-17 06:00:00,8421.53,196.68,TRADE
NSW1,2024-06-17 07:00:00,10185.47,299.99,TRADE
NSW1,2024-06-17 08:00:00,10735.89,220.54,TRADE
NSW1,2024-06-17 09:00:00,9604.18,105.74,TRADE
NSW1,2024-06-17 10:00:00,8689.39,77.94,TRADE
NSW1,2024-06-17 11:00:00,8063.11,80.0,TRADE
NSW1,2024-06-17 12:00:00,8096.39,126.24,TRADE
NSW1,2024-06-17 13:00:00,8134.53,105.74,TRADE
NSW1,2024-06-17 14:00:00,8437.72,206.51,TRADE
NSW1,2024-06-17 15:00:00,8675.04,78.0,TRADE
NSW1,2024-06-17 16:00:00,9504.0,248.43,TRADE
NSW1,2024-06-17 17:00:00,10809.7,338.81,TRADE
NSW1,2024-06-17 18:00:00,11711.66,391.99,TRADE
NSW1,2024-06-17 19:00:00,11484.24,280.4,TRADE
NSW1,2024-06-17 20:00:00,11004.42,299.98,TRADE
NSW1,2024-06-17 21:00:00,10372.38,269.85,TRADE
NSW1,2024-06-17 22:00:00,9589.84,210.82,TRADE
NSW1,2024-06-17 23:00:00,8918.75,180.28,TRADE
NSW1,2024-06-18 00:00:00,8552.41,171.93,TRADE
NSW1,2024-06-18 01:00:00,8200.45,182.98,TRADE
NSW1,2024-06-18 02:00:00,7693.7,173.49,TRADE
NSW1,2024-06-18 03:00:00,7457.62,174.52,TRADE
NSW1,2024-06-18 04:00:00,7374.47,212.46,TRADE
NSW1,2024-06-18 05:00:00,7757.48,216.05,TRADE
NSW1,2024-06-18 06:00:00,8608.62,273.76,TRADE
NSW1,2024-06-18 07:00:00,10214.79,299.99,TRADE
NSW1,2024-06-18 08:00:00,10606.41,299.99,TRADE
NSW1,2024-06-18 09:00:00,9411.63,143.87,TRADE
NSW1,2024-06-18 10:00:00,8190.15,124.44,TRADE
NSW1,2024-06-18 11:00:00,7164.79,56.99,TRADE
NSW1,2024-06-18 12:00:00,6888.99,58.0,TRADE
NSW1,2024-06-18 13:00:00,6624.13,39.0,TRADE
NSW1,2024-06-18 14:00:00,6844.0,16.28,TRADE
NSW1,2024-06-18 15:00:00,7650.95,46.81,TRADE
NSW1,2024-06-18 16:00:00,8796.46,120.89,TRADE
NSW1,2024-06-18 17:00:00,10364.36,408.87,TRADE
NSW1,2024-06-18 18:00:00,11596.16,428.95,TRADE
NSW1,2024-06-18 19:00:00,11485.43,272.36,TRADE
NSW1,2024-06-18 20:00:00,11076.38,258.96,TRADE
NSW1,2024-06-18 21:00:00,10685.92,258.51,TRADE
NSW1,2024-06-18 22:00:00,9699.25,294.15,TRADE
NSW1,2024-06-18 23:00:00,9182.94,299.98,TRADE
NSW1,2024-06-19 00:00:00,8691.45,251.46,TRADE
NSW1,2024-06-19 01:00:00,8404.59,210.62,TRADE
NSW1,2024-06-19 02:00:00,7946.97,220.34,TRADE
NSW1,2024-06-19 03:00:00,7525.89,199.99,TRADE
