REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2024-09-03 02:00:00,6773.06,56.98,TRADE
NSW1,2024-09-03 03:00:00,6487.68,57.0,TRADE
NSW1,2024-09-03 04:00:00,6438.77,56.98,TRADE
NSW1,2024-09-03 05:00:00,6765.98,74.99,TRADE
NSW1,2024-09-03 06:00:00,7397.35,74.99,TRADE
NSW1,2024-09-03 07:00:00,8090.74,35.88,TRADE
NSW1,2024-09-03 08:00:00,7304.02,0.0,TRADE
NSW1,2024-09-03 09:00:00,5997.28,8.64,TRADE
NSW1,2024-09-03 10:00:00,5232.42,0.78,TRADE
NSW1,2024-09-03 11:00:00,4693.56,0.02,TRADE
NSW1,2024-09-03 12:00:00,4516.76,0.02,TRADE
NSW1,2024-09-03 13:00:00,4500.4,0.15,TRADE
NSW1,2024-09-03 14:00:00,4817.43,0.02,TRADE
NSW1,2024-09-03 15:00:00,5519.8,57.0,TRADE
NSW1,2024-09-03 16:00:00,6856.57,0.28,TRADE
NSW1,2024-09-03 17:00:00,8126.11,135.0,TRADE
NSW1,2024-09-03 18:00:00,9309.8,256.47,TRADE
NSW1,2024-09-03 19:00:00,9369.35,162.07,TRADE
NSW1,2024-09-03 20:00:00,9048.74,109.83,TRADE
NSW1,2024-09-03 21:00:00,8718.34,82.27,TRADE
NSW1,2024-09-03 22:00:00,8200.85,66.22,TRADE
NSW1,2024-09-03 23:00:00,7956.4,74.99,TRADE
NSW1,2024-09-04 00:00:00,7766.82,74.99,TRADE
NSW1,2024-09-04 01:00:00,7499.73,65.0,TRADE
NSW1,2024-09-04 02:00:00,6983.12,56.98,TRADE
NSW1,2024-09-04 03:00:00,6942.46,61.84,TRADE
NSW1,2024-09-04 04:00:00,6785.14,57.0,TRADE
NSW1,2024-09-04 05:00:00,6901.09,60.36,TRADE
NSW1,2024-09-04 06:00:00,7762.91,103.35,TRADE
NSW1,2024-09-04 07:00:00,8522.01,82.64,TRADE
NSW1,2024-09-04 08:00:00,7848.85,14.56,TRADE
NSW1,2024-09-04 09:00:00,6495.36,44.45,TRADE
NSW1,2024-09-04 10:00:00,5469.93,-23.6,TRADE
NSW1,2024-09-04 11:00:00,4795.53,-50.58,TRADE
NSW1,2024-09-04 12:00:00,4449.42,-57.05,TRADE
NSW1,2024-09-04 13:00:00,4574.88,-48.76,TRADE
NSW1,2024-09-04 14:00:00,4876.48,-29.53,TRADE
NSW1,2024-09-04 15:00:00,5453.73,10.01,TRADE
NSW1,2024-09-04 16:00:00,6721.03,-38.31,TRADE
NSW1,2024-09-04 17:00:00,8013.02,82.2,TRADE
NSW1,2024-09-04 18:00:00,8954.26,99.16,TRADE
NSW1,2024-09-04 19:00:00,9010.28,83.75,TRADE
NSW1,2024-09-04 20:00:00,8697.07,74.99,TRADE
NSW1,2024-09-04 21:00:00,8267.25,46.89,TRADE
NSW1,2024-09-04 22:00:00,7845.37,57.0,TRADE
NSW1,2024-09-04 23:00:00,7582.89,57.0,TRADE
NSW1,2024-09-05 00:00:00,7428.25,57.0,TRADE
NSW1,2024-09-05 01:00:00,7157.69,49.74,TRADE
NSW1,2024-09-05 02:00:00,6697.75,47.1,TRADE
NSW1,2024-09-05 03:00:00,6453.37,56.98,TRADE
NSW1,2024-09-05 04:00:00,6464.62,59.41,TRADE
NSW1,2024-09-05 05:00:00,6649.7,57.92,TRADE
NSW1,2024-09-05 06:00:00,7310.65,59.47,TRADE
NSW1,2024-09-05 07:00:00,7940.85,37.67,TRADE
NSW1,2024-09-05 08:00:00,7514.02,7.58,TRADE
NSW1,2024-09-05 09:00:00,6675.43,-41.04,TRADE
NSW1,2024-09-05 10:00:00,5602.35,-45.67,TRADE
NSW1,2024-09-05 11:00:00,4971.15,-10.75,TRADE
NSW1,2024-09-05 12:00:00,5195.46,-22.0,TRADE
NSW1,2024-09-05 13:00:00,5159.06,2.32,TRADE
NSW1,2024-09-05 14:00:00,5143.54,71.75,TRADE
NSW1,2024-09-05 15:00:00,5857.72,76.26,TRADE
NSW1,2024-09-05 16:00:00,6966.04,-0.99,TRADE
NSW1,2024-09-05 17:00:00,7930.12,69.99,TRADE
NSW1,2024-09-05 18:00:00,8735.92,96.83,TRADE
NSW1,2024-09-05 19:00:00,8703.34,85.94,TRADE
NSW1,2024-09-05 20:00:00,8374.35,80.13,TRADE
NSW1,2024-09-05 21:00:00,8100.71,65.0,TRADE
NSW1,2024-09-05 22:00:00,7617.73,43.27,TRADE
NSW1,2024-09-05 23:00:00,7483.81,74.16,TRADE
NSW1,2024-09-06 00:00:00,7194.96,69.99,TRADE
NSW1,2024-09-06 01:00:00,6950.36,56.98,TRADE
NSW1,2024-09-06 02:00:00,6527.42,57.0,TRADE
NSW1,2024-09-06 03:00:00,6246.29,57.0,TRADE
NSW1,2024-09-06 04:00:00,6128.86,56.09,TRADE
NSW1,2024-09-06 05:00:00,6283.36,44.04,TRADE
NSW1,2024-09-06 06:00:00,6843.41,59.25,TRADE
NSW1,2024-09-06 07:00:00,7165.43,35.88,TRADE
NSW1,2024-09-06 08:00:00,6674.31,-32.44,TRADE
NSW1,2024-09-06 09:00:00,5665.64,-38.31,TRADE
NSW1,2024-09-06 10:00:00,4880.62,-45.02,TRADE
NSW1,2024-09-06 11:00:00,4678.63,-45.01,TRADE
NSW1,2024-09-06 12:00:00,4553.46,-45.02,TRADE
NSW1,2024-09-06 13:00:00,4675.98,-55.03,TRADE
NSW1,2024-09-06 14:00:00,5279.85,7.28,TRADE
NSW1,2024-09-06 15:00:00,6053.61,-2.0,TRADE
NSW1,2024-09-06 16:00:00,7260.72,8.36,TRADE
NSW1,2024-09-06 17:00:00,8201.03,108.65,TRADE
NSW1,2024-09-06 18:00:00,8713.92,103.94,TRADE
NSW1,2024-09-06 19:00:00,8410.32,69.99,TRADE
NSW1,2024-09-06 20:00:00,8068.98,69.99,TRADE
NSW1,2024-09-06 21:00:00,7728.81,57.0,TRADE
NSW1,2024-09-06 22:00:00,7449.98,69.99,TRADE
NSW1,2024-09-06 23:00:00,7357.77,69.99,TRADE
NSW1,2024-09-07 00:00:00,7113.88,74.67,TRADE
NSW1,2024-09-07 01:00:00,6803.25,69.99,TRADE
NSW1,2024-09-07 02:00:00,6490.55,56.89,TRADE
NSW1,2024-09-07 03:00:00,6190.44,65.0,TRADE
NSW1,2024-09-07 04:00:00,6118.9,75.87,TRADE
NSW1,2024-09-07 05:00:00,6077.15,76.38,TRADE
NSW1,2024-09-07 06:00:00,6293.21,100.0,TRADE
NSW1,2024-09-07 07:00:00,6204.9,47.65,TRADE
NSW1,2024-09-07 08:00:00,5935.18,-9.5,TRADE
NSW1,2024-09-07 09:00:00,5571.93,-35.43,TRADE
NSW1,2024-09-07 10:00:00,5347.07,75.8,TRADE
NSW1,2024-09-07 11:00:00,4654.46,-56.61,TRADE
NSW1,2024-09-07 12:00:00,4437.47,-57.83,TRADE
NSW1,2024-09-07 13:00:00,4845.18,-48.81,TRADE
NSW1,2024-09-07 14:00:00,5386.06,75.8,TRADE
NSW1,2024-09-07 15:00:00,6121.14,56.89,TRADE
NSW1,2024-09-07 16:00:00,6887.09,-34.09,TRADE
NSW1,2024-09-07 17:00:00,7474.98,86.87,TRADE
NSW1,2024-09-07 18:00:00,8038.85,100.0,TRADE
NSW1,2024-09-07 19:00:00,8016.02,76.72,TRADE
NSW1,2024-09-07 20:00:00,7642.59,76.72,TRADE
NSW1,2024-09-07 21:00:00,7491.93,75.61,TRADE
NSW1,2024-09-07 22:00:00,7213.23,76.58,TRADE
NSW1,2024-09-07 23:00:00,7176.8,76.72,TRADE
NSW1,2024-09-08 00:00:00,6895.26,76.72,TRADE
NSW1,2024-09-08 01:00:00,6554.96,74.88,TRADE
NSW1,2024-09-08 02:00:00,6206.26,76.72,TRADE
NSW1,2024-09-08 03:00:00,6008.46,57.0,TRADE
NSW1,2024-09-08 04:00:00,5909.65,65.0,TRADE
NSW1,2024-09-08 05:00:00,5913.51,65.0,TRADE
NSW1,2024-09-08 06:00:00,6075.41,72.72,TRADE
NSW1,2024-09-08 07:00:00,6175.35,34.39,TRADE
NSW1,2024-09-08 08:00:00,6375.95,43.99,TRADE
NSW1,2024-09-08 09:00:00,6429.45,10.01,TRADE
NSW1,2024-09-08 10:00:00,6074.28,21.95,TRADE
NSW1,2024-09-08 11:00:00,5872.65,-45.69,TRADE
NSW1,2024-09-08 12:00:00,5802.46,7.8,TRADE
NSW1,2024-09-08 13:00:00,5608.67,-54.77,TRADE
NSW1,2024-09-08 14:00:00,5395.43,-49.13,TRADE
NSW1,2024-09-08 15:00:00,5791.77,-45.02,TRADE
NSW1,2024-09-08 16:00:00,6221.6,-39.02,TRADE
NSW1,2024-09-08 17:00:00,7364.31,93.65,TRADE
NSW1,2024-09-08 18:00:00,8204.54,145.0,TRADE
NSW1,2024-09-08 19:00:00,8315.83,90.6,TRADE
NSW1,2024-09-08 20:00:00,7940.86,72.6,TRADE
NSW1,2024-09-08 21:00:00,7600.61,46.58,TRADE
NSW1,2024-09-08 22:00:00,7340.96,57.0,TRADE
NSW1,2024-09-08 23:00:00,7069.52,57.0,TRADE
NSW1,2024-09-09 00:00:00,6751.54,56.0,TRADE
NSW1,2024-09-09 01:00:00,6709.55,57.0,TRADE
NSW1,2024-09-09 02:00:00,6275.8,56.98,TRADE
NSW1,2024-09-09 03:00:00,6091.95,57.0,TRADE
NSW1,2024-09-09 04:00:00,5937.41,53.37,TRADE
NSW1,2024-09-09 05:00:00,6150.81,37.0,TRADE
NSW1,2024-09-09 06:00:00,6816.21,56.98,TRADE
NSW1,2024-09-09 07:00:00,7382.3,45.51,TRADE
NSW1,2024-09-09 08:00:00,6956.57,-4.19,TRADE
NSW1,2024-09-09 09:00:00,5975.64,-13.25,TRADE
NSW1,2024-09-09 10:00:00,5460.32,-31.32,TRADE
NSW1,2024-09-09 11:00:00,4790.36,-45.02,TRADE
NSW1,2024-09-09 12:00:00,4678.75,-41.21,TRADE
NSW1,2024-09-09 13:00:00,4887.68,-44.62,TRADE
NSW1,2024-09-09 14:00:00,5045.32,-39.88,TRADE
NSW1,2024-09-09 15:00:00,5727.03,10.71,TRADE
NSW1,2024-09-09 16:00:00,6780.29,78.98,TRADE
NSW1,2024-09-09 17:00:00,7856.93,130.0,TRADE
NSW1,2024-09-09 18:00:00,8713.39,209.78,TRADE
NSW1,2024-09-09 19:00:00,8663.8,119.67,TRADE
NSW1,2024-09-09 20:00:00,8327.35,94.46,TRADE
NSW1,2024-09-09 21:00:00,7921.99,80.29,TRADE
NSW1,2024-09-09 22:00:00,7605.91,83.91,TRADE
NSW1,2024-09-09 23:00:00,7417.1,85.89,TRADE
NSW1,2024-09-10 00:00:00,7250.31,91.98,TRADE
NSW1,2024-09-10 01:00:00,7063.81,100.0,TRADE
NSW1,2024-09-10 02:00:00,6575.16,69.99,TRADE
NSW1,2024-09-10 03:00:00,6474.53,60.93,TRADE
NSW1,2024-09-10 04:00:00,6376.48,75.8,TRADE
NSW1,2024-09-10 05:00:00,6578.43,80.72,TRADE
NSW1,2024-09-10 06:00:00,7239.51,123.14,TRADE
NSW1,2024-09-10 07:00:00,7824.66,73.94,TRADE
NSW1,2024-09-10 08:00:00,7124.67,-19.66,TRADE
NSW1,2024-09-10 09:00:00,6000.03,37.4,TRADE
NSW1,2024-09-10 10:00:00,5275.08,-19.93,TRADE
NSW1,2024-09-10 11:00:00,4854.79,-37.05,TRADE
NSW1,2024-09-10 12:00:00,4800.68,10.02,TRADE
NSW1,2024-09-10 13:00:00,4983.19,-29.37,TRADE
NSW1,2024-09-10 14:00:00,5367.65,0.0,TRADE
NSW1,2024-09-10 15:00:00,5898.1,75.8,TRADE
NSW1,2024-09-10 16:00:00,6961.21,106.94,TRADE
NSW1,2024-09-10 17:00:00,7888.97,106.12,TRADE
NSW1,2024-09-10 18:00:00,8772.28,206.9,TRADE
NSW1,2024-09-10 19:00:00,8783.51,118.43,TRADE
NSW1,2024-09-10 20:00:00,8412.58,127.99,TRADE
NSW1,2024-09-10 21:00:00,8082.23,113.69,TRADE
NSW1,2024-09-10 22:00:00,7750.63,79.78,TRADE
NSW1,2024-09-10 23:00:00,7590.97,78.65,TRADE
NSW1,2024-09-11 00:00:00,7381.12,79.68,TRADE
NSW1,2024-09-11 01:00:00,7146.54,70.0,TRADE
NSW1,2024-09-11 02:00:00,6843.94,75.8,TRADE
NSW1,2024-09-11 03:00:00,6471.84,65.0,TRADE
NSW1,2024-09-11 04:00:00,6396.54,65.0,TRADE
NSW1,2024-09-11 05:00:00,6532.4,70.0,TRADE
NSW1,2024-09-11 06:00:00,7201.12,92.45,TRADE
NSW1,2024-09-11 07:00:00,7612.03,85.49,TRADE
NSW1,2024-09-11 08:00:00,6942.34,9.55,TRADE
NSW1,2024-09-11 09:00:00,5849.59,-11.13,TRADE
NSW1,2024-09-11 10:00:00,5162.04,0.1,TRADE
NSW1,2024-09-11 11:00:00,4845.55,9.04,TRADE
NSW1,2024-09-11 12:00:00,4952.92,-9.5,TRADE
NSW1,2024-09-11 13:00:00,5245.08,54.78,TRADE
NSW1,2024-09-11 14:00:00,5300.76,4.41,TRADE
NSW1,2024-09-11 15:00:00,6163.02,0.0,TRADE
NSW1,2024-09-11 16:00:00,7209.74,81.54,TRADE
NSW1,2024-09-11 17:00:00,8124.76,130.0,TRADE
NSW1,2024-09-11 18:00:00,8878.17,130.0,TRADE
NSW1,2024-09-11 19:00:00,8788.67,100.0,TRADE
NSW1,2024-09-11 20:00:00,8279.49,70.0,TRADE
NSW1,2024-09-11 21:00:00,7980.37,100.01,TRADE
NSW1,2024-09-11 22:00:00,7648.89,115.89,TRADE
NSW1,2024-09-11 23:00:00,7437.88,106.59,TRADE
NSW1,2024-09-12 00:00:00,7289.7,130.0,TRADE
NSW1,2024-09-12 01:00:00,6990.81,76.72,TRADE
NSW1,2024-09-12 02:00:00,6509.86,70.0,TRADE
NSW1,2024-09-12 03:00:00,6257.98,64.25,TRADE
NSW1,2024-09-12 04:00:00,6225.16,57.0,TRADE
NSW1,2024-09-12 05:00:00,6437.92,65.0,TRADE
NSW1,2024-09-12 06:00:00,6963.68,70.0,TRADE
NSW1,2024-09-12 07:00:00,7618.88,105.74,TRADE
NSW1,2024-09-12 08:00:00,7714.29,103.25,TRADE
NSW1,2024-09-12 09:00:00,7108.76,56.89,TRADE
NSW1,2024-09-12 10:00:00,6814.86,266.59,TRADE
NSW1,2024-09-12 11:00:00,6512.72,40.73,TRADE
NSW1,2024-09-12 12:00:00,6773.25,56.98,TRADE
NSW1,2024-09-12 13:00:00,6483.1,52.09,TRADE
NSW1,2024-09-12 14:00:00,6296.91,59.88,TRADE
NSW1,2024-09-12 15:00:00,6964.11,132.57,TRADE
NSW1,2024-09-12 16:00:00,7680.38,-27.01,TRADE
NSW1,2024-09-12 17:00:00,8532.07,100.01,TRADE
NSW1,2024-09-12 18:00:00,9344.36,148.95,TRADE
NSW1,2024-09-12 19:00:00,9223.77,130.0,TRADE
NSW1,2024-09-12 20:00:00,8801.5,107.31,TRADE
NSW1,2024-09-12 21:00:00,8463.02,94.29,TRADE
NSW1,2024-09-12 22:00:00,7985.86,82.14,TRADE
NSW1,2024-09-12 23:00:00,7791.08,82.28,TRADE
NSW1,2024-09-13 00:00:00,7549.85,124.15,TRADE
NSW1,2024-09-13 01:00:00,7255.16,81.6,TRADE
NSW1,2024-09-13 02:00:00,6815.93,74.75,TRADE
NSW1,2024-09-13 03:00:00,6586.64,61.56,TRADE
NSW1,2024-09-13 04:00:00,6450.04,57.0,TRADE
NSW1,2024-09-13 05:00:00,6622.42,61.46,TRADE
NSW1,2024-09-13 06:00:00,7203.45,82.11,TRADE
NSW1,2024-09-13 07:00:00,7748.28,74.7,TRADE
NSW1,2024-09-13 08:00:00,7382.95,8.97,TRADE
NSW1,2024-09-13 09:00:00,6307.72,35.88,TRADE
NSW1,2024-09-13 10:00:00,5601.29,38.63,TRADE
NSW1,2024-09-13 11:00:00,5067.53,0.98,TRADE
NSW1,2024-09-13 12:00:00,5222.21,0.98,TRADE
NSW1,2024-09-13 13:00:00,5004.02,-2.18,TRADE
NSW1,2024-09-13 14:00:00,4881.8,-9.5,TRADE
NSW1,2024-09-13 15:00:00,5649.86,0.02,TRADE
NSW1,2024-09-13 16:00:00,6593.9,0.0,TRADE
NSW1,2024-09-13 17:00:00,7890.85,85.46,TRADE
NSW1,2024-09-13 18:00:00,8787.32,159.08,TRADE
NSW1,2024-09-13 19:00:00,8815.19,130.0,TRADE
NSW1,2024-09-13 20:00:00,8576.4,96.58,TRADE
NSW1,2024-09-13 21:00:00,8256.16,94.11,TRADE
NSW1,2024-09-13 22:00:00,7924.91,75.6,TRADE
NSW1,2024-09-13 23:00:00,7816.57,76.96,TRADE
NSW1,2024-09-14 00:00:00,7481.76,88.89,TRADE
NSW1,2024-09-14 01:00:00,7278.06,83.75,TRADE
NSW1,2024-09-14 02:00:00,6762.95,76.72,TRADE
NSW1,2024-09-14 03:00:00,6429.46,75.8,TRADE
NSW1,2024-09-14 04:00:00,6313.2,77.22,TRADE
NSW1,2024-09-14 05:00:00,6438.34,100.01,TRADE
NSW1,2024-09-14 06:00:00,6649.13,96.97,TRADE
NSW1,2024-09-14 07:00:00,6716.2,0.0,TRADE
NSW1,2024-09-14 08:00:00,6079.79,-32.82,TRADE
NSW1,2024-09-14 09:00:00,5221.8,-6.02,TRADE
NSW1,2024-09-14 10:00:00,4511.44,-48.96,TRADE
NSW1,2024-09-14 11:00:00,3925.36,-52.15,TRADE
NSW1,2024-09-14 12:00:00,3677.13,-51.87,TRADE
NSW1,2024-09-14 13:00:00,3760.67,-53.93,TRADE
NSW1,2024-09-14 14:00:00,3981.91,-51.94,TRADE
NSW1,2024-09-14 15:00:00,4938.54,-47.01,TRADE
NSW1,2024-09-14 16:00:00,6238.07,6.0,TRADE
NSW1,2024-09-14 17:00:00,7289.33,75.8,TRADE
NSW1,2024-09-14 18:00:00,8062.37,100.01,TRADE
NSW1,2024-09-14 19:00:00,8371.4,100.0,TRADE
NSW1,2024-09-14 20:00:00,8079.92,85.11,TRADE
NSW1,2024-09-14 21:00:00,7894.94,70.0,TRADE
NSW1,2024-09-14 22:00:00,7620.71,57.0,TRADE
NSW1,2024-09-14 23:00:00,7470.99,65.0,TRADE
NSW1,2024-09-15 00:00:00,7255.66,75.8,TRADE
NSW1,2024-09-15 01:00:00,6912.67,59.29,TRADE
NSW1,2024-09-15 02:00:00,6553.15,56.42,TRADE
NSW1,2024-09-15 03:00:00,6291.61,56.89,TRADE
NSW1,2024-09-15 04:00:00,6195.32,57.0,TRADE
NSW1,2024-09-15 05:00:00,6286.57,56.98,TRADE
NSW1,2024-09-15 06:00:00,6454.16,57.0,TRADE
NSW1,2024-09-15 07:00:00,6436.88,-23.0,TRADE
NSW1,2024-09-15 08:00:00,5861.86,-36.43,TRADE
NSW1,2024-09-15 09:00:00,4968.22,-49.13,TRADE
NSW1,2024-09-15 10:00:00,4487.07,-55.66,TRADE
NSW1,2024-09-15 11:00:00,4245.7,-60.05,TRADE
NSW1,2024-09-15 12:00:00,4135.81,-58.25,TRADE
NSW1,2024-09-15 13:00:00,4274.11,-56.29,TRADE
NSW1,2024-09-15 14:00:00,4666.2,-56.01,TRADE
NSW1,2024-09-15 15:00:00,5314.47,-47.19,TRADE
NSW1,2024-09-15 16:00:00,6564.62,47.78,TRADE
NSW1,2024-09-15 17:00:00,7917.74,134.09,TRADE
NSW1,2024-09-15 18:00:00,9128.58,159.27,TRADE
NSW1,2024-09-15 19:00:00,9518.53,152.51,TRADE
NSW1,2024-09-15 20:00:00,9142.9,110.96,TRADE
NSW1,2024-09-15 21:00:00,8805.05,100.01,TRADE
NSW1,2024-09-15 22:00:00,8116.13,69.99,TRADE
NSW1,2024-09-15 23:00:00,7860.72,100.01,TRADE
NSW1,2024-09-16 00:00:00,7587.58,100.01,TRADE
NSW1,2024-09-16 01:00:00,7184.77,100.01,TRADE
NSW1,2024-09-16 02:00:00,6819.56,76.0,TRADE
NSW1,2024-09-16 03:00:00,6644.76,76.0,TRADE
NSW1,2024-09-16 04:00:00,6744.26,75.8,TRADE
NSW1,2024-09-16 05:00:00,6968.97,79.64,TRADE
NSW1,2024-09-16 06:00:00,7678.85,119.36,TRADE
NSW1,2024-09-16 07:00:00,8373.16,67.01,TRADE
NSW1,2024-09-16 08:00:00,7502.13,9.52,TRADE
NSW1,2024-09-16 09:00:00,6208.37,-0.66,TRADE
NSW1,2024-09-16 10:00:00,5247.62,-2.0,TRADE
NSW1,2024-09-16 11:00:00,4587.61,-25.97,TRADE
NSW1,2024-09-16 12:00:00,4419.92,-35.28,TRADE
NSW1,2024-09-16 13:00:00,4292.22,-46.9,TRADE
NSW1,2024-09-16 14:00:00,4664.57,-39.89,TRADE
NSW1,2024-09-16 15:00:00,5491.54,-11.26,TRADE
NSW1,2024-09-16 16:00:00,6898.56,56.89,TRADE
NSW1,2024-09-16 17:00:00,8251.4,118.15,TRADE
NSW1,2024-09-16 18:00:00,9631.0,153.37,TRADE
NSW1,2024-09-16 19:00:00,9811.02,130.0,TRADE
NSW1,2024-09-16 20:00:00,9347.2,120.92,TRADE
NSW1,2024-09-16 21:00:00,8913.89,130.0,TRADE
NSW1,2024-09-16 22:00:00,8291.87,79.48,TRADE
NSW1,2024-09-16 23:00:00,8038.01,127.9,TRADE
NSW1,2024-09-17 00:00:00,7773.63,100.01,TRADE
NSW1,2024-09-17 01:00:00,7417.17,100.01,TRADE
NSW1,2024-09-17 02:00:00,6981.49,85.0,TRADE
NSW1,2024-09-17 03:00:00,6768.56,75.8,TRADE
NSW1,2024-09-17 04:00:00,6765.72,75.8,TRADE
NSW1,2024-09-17 05:00:00,6918.24,85.32,TRADE
NSW1,2024-09-17 06:00:00,7632.34,107.99,TRADE
NSW1,2024-09-17 07:00:00,8158.12,95.05,TRADE
NSW1,2024-09-17 08:00:00,7377.01,63.33,TRADE
NSW1,2024-09-17 09:00:00,5872.09,10.07,TRADE
NSW1,2024-09-17 10:00:00,4861.95,-2.0,TRADE
NSW1,2024-09-17 11:00:00,4391.17,-22.0,TRADE
NSW1,2024-09-17 12:00:00,4229.32,-45.01,TRADE
NSW1,2024-09-17 13:00:00,4132.96,-47.01,TRADE
NSW1,2024-09-17 14:00:00,4340.04,-48.14,TRADE
NSW1,2024-09-17 15:00:00,5254.05,0.0,TRADE
NSW1,2024-09-17 16:00:00,6299.61,-2.0,TRADE
NSW1,2024-09-17 17:00:00,7721.16,80.54,TRADE
NSW1,2024-09-17 18:00:00,8936.2,165.42,TRADE
NSW1,2024-09-17 19:00:00,9148.82,264.39,TRADE
NSW1,2024-09-17 20:00:00,8914.48,117.89,TRADE
NSW1,2024-09-17 21:00:00,8469.77,94.11,TRADE
NSW1,2024-09-17 22:00:00,7992.93,80.74,TRADE
NSW1,2024-09-17 23:00:00,7617.08,84.37,TRADE
NSW1,2024-09-18 00:00:00,7431.44,59.08,TRADE
NSW1,2024-09-18 01:00:00,7223.91,100.01,TRADE
NSW1,2024-09-18 02:00:00,6757.03,75.8,TRADE
NSW1,2024-09-18 03:00:00,6547.57,57.0,TRADE
NSW1,2024-09-18 04:00:00,6574.21,56.98,TRADE
NSW1,2024-09-18 05:00:00,6762.75,56.98,TRADE
NSW1,2024-09-18 06:00:00,7501.91,76.0,TRADE
NSW1,2024-09-18 07:00:00,7857.38,0.0,TRADE
NSW1,2024-09-18 08:00:00,6945.02,-39.06,TRADE
NSW1,2024-09-18 09:00:00,5436.21,-45.02,TRADE
NSW1,2024-09-18 10:00:00,4525.48,-49.52,TRADE
NSW1,2024-09-18 11:00:00,4145.86,-48.81,TRADE
NSW1,2024-09-18 12:00:00,3950.13,-50.87,TRADE
NSW1,2024-09-18 13:00:00,4050.64,-51.65,TRADE
NSW1,2024-09-18 14:00:00,4244.24,-49.79,TRADE
NSW1,2024-09-18 15:00:00,5087.78,-43.56,TRADE
NSW1,2024-09-18 16:00:00,6360.63,0.0,TRADE
NSW1,2024-09-18 17:00:00,7662.23,100.01,TRADE
NSW1,2024-09-18 18:00:00,8847.38,192.0,TRADE
NSW1,2024-09-18 19:00:00,8934.38,140.75,TRADE
NSW1,2024-09-18 20:00:00,8475.02,96.36,TRADE
NSW1,2024-09-18 21:00:00,8083.46,74.81,TRADE
NSW1,2024-09-18 22:00:00,7717.71,70.0,TRADE
NSW1,2024-09-18 23:00:00,7460.38,57.0,TRADE
NSW1,2024-09-19 00:00:00,7336.29,70.0,TRADE
NSW1,2024-09-19 01:00:00,7119.98,76.72,TRADE
NSW1,2024-09-19 02:00:00,6603.6,55.93,TRADE
NSW1,2024-09-19 03:00:00,6339.58,56.89,TRADE
NSW1,2024-09-19 04:00:00,6263.95,56.98,TRADE
NSW1,2024-09-19 05:00:00,6589.96,77.51,TRADE
NSW1,2024-09-19 06:00:00,7199.94,100.01,TRADE
NSW1,2024-09-19 07:00:00,7372.42,53.42,TRADE
NSW1,2024-09-19 08:00:00,6573.04,-2.28,TRADE
NSW1,2024-09-19 09:00:00,5409.95,-2.13,TRADE
NSW1,2024-09-19 10:00:00,4645.56,-44.99,TRADE
NSW1,2024-09-19 11:00:00,4194.76,-45.21,TRADE
NSW1,2024-09-19 12:00:00,4106.11,-45.02,TRADE
NSW1,2024-09-19 13:00:00,4140.75,-45.69,TRADE
NSW1,2024-09-19 14:00:00,4501.5,-45.02,TRADE
NSW1,2024-09-19 15:00:00,5352.62,-22.0,TRADE
NSW1,2024-09-19 16:00:00,6572.69,56.89,TRADE
NSW1,2024-09-19 17:00:00,7716.48,70.0,TRADE
NSW1,2024-09-19 18:00:00,8704.3,91.72,TRADE
NSW1,2024-09-19 19:00:00,8712.75,99.03,TRADE
NSW1,2024-09-19 20:00:00,8276.61,69.99,TRADE
NSW1,2024-09-19 21:00:00,8115.45,69.99,TRADE
NSW1,2024-09-19 22:00:00,7605.76,42.85,TRADE
NSW1,2024-09-19 23:00:00,7393.69,69.99,TRADE
NSW1,2024-09-20 00:00:00,7241.72,38.37,TRADE
NSW1,2024-09-20 01:00:00,7025.69,56.89,TRADE
NSW1,2024-09-20 02:00:00,6668.46,65.0,TRADE
NSW1,2024-09-20 03:00:00,6289.31,56.98,TRADE
NSW1,2024-09-20 04:00:00,6129.42,57.0,TRADE
NSW1,2024-09-20 05:00:00,6448.96,70.0,TRADE
NSW1,2024-09-20 06:00:00,6980.03,100.01,TRADE
NSW1,2024-09-20 07:00:00,7198.26,10.02,TRADE
NSW1,2024-09-20 08:00:00,6345.83,10.35,TRADE
NSW1,2024-09-20 09:00:00,5150.97,-23.02,TRADE
NSW1,2024-09-20 10:00:00,4423.39,-40.97,TRADE
NSW1,2024-09-20 11:00:00,4119.97,-45.0,TRADE
NSW1,2024-09-20 12:00:00,3966.03,-47.01,TRADE
NSW1,2024-09-20 13:00:00,3953.99,-52.99,TRADE
NSW1,2024-09-20 14:00:00,4500.85,-45.02,TRADE
NSW1,2024-09-20 15:00:00,5186.68,-35.99,TRADE
NSW1,2024-09-20 16:00:00,6399.72,-3.09,TRADE
NSW1,2024-09-20 17:00:00,7566.52,82.94,TRADE
NSW1,2024-09-20 18:00:00,8286.05,120.86,TRADE
NSW1,2024-09-20 19:00:00,8409.03,149.58,TRADE
NSW1,2024-09-20 20:00:00,8128.38,98.06,TRADE
NSW1,2024-09-20 21:00:00,7859.78,70.0,TRADE
NSW1,2024-09-20 22:00:00,7562.08,77.13,TRADE
NSW1,2024-09-20 23:00:00,7462.67,87.61,TRADE
NSW1,2024-09-21 00:00:00,7145.88,75.14,TRADE
NSW1,2024-09-21 01:00:00,6966.11,70.0,TRADE
NSW1,2024-09-21 02:00:00,6451.96,56.63,TRADE
